,index,seed,batch_size,learning_rate,accuracy
741,82,3134028926,70,0.005,98.96000000000001
742,82,3134028926,70,0.01,99.11
743,83,3175112504,10,0.001,99.25
744,83,3175112504,10,0.005,99.22999999999999
745,83,3175112504,10,0.01,99.14
746,83,3175112504,40,0.001,99.33
747,83,3175112504,40,0.005,99.42999999999999
748,83,3175112504,40,0.01,99.38
749,83,3175112504,70,0.001,99.02
750,83,3175112504,70,0.005,98.96000000000001
751,83,3175112504,70,0.01,98.96000000000001
752,84,3248655040,10,0.001,99.25
753,84,3248655040,10,0.005,99.33
754,84,3248655040,10,0.01,99.4
755,84,3248655040,40,0.001,99.36
756,84,3248655040,40,0.005,99.22
757,84,3248655040,40,0.01,99.41
758,84,3248655040,70,0.001,99.11
759,84,3248655040,70,0.005,98.92999999999999
760,84,3248655040,70,0.01,98.92
761,85,3484569505,10,0.001,99.28
762,85,3484569505,10,0.005,99.3
763,85,3484569505,10,0.01,99.19
764,85,3484569505,40,0.001,99.41
765,85,3484569505,40,0.005,99.3
766,85,3484569505,40,0.01,99.32
767,85,3484569505,70,0.001,99.22
768,85,3484569505,70,0.005,98.88
769,85,3484569505,70,0.01,99.31
770,86,3567508987,10,0.001,99.26
771,86,3567508987,10,0.005,99.03
772,86,3567508987,10,0.01,99.21
773,86,3567508987,40,0.001,99.42
774,86,3567508987,40,0.005,99.3
775,86,3567508987,40,0.01,99.28
776,86,3567508987,70,0.001,99.13
777,86,3567508987,70,0.005,98.72999999999999
778,86,3567508987,70,0.01,98.9
779,87,3683313580,10,0.001,99.15
780,87,3683313580,10,0.005,99.18
781,87,3683313580,10,0.01,99.22999999999999
782,87,3683313580,40,0.001,99.42
783,87,3683313580,40,0.005,99.32
784,87,3683313580,40,0.01,99.33999999999999
785,87,3683313580,70,0.001,99.09
786,87,3683313580,70,0.005,99.0
787,87,3683313580,70,0.01,99.06
788,88,3713613164,10,0.001,99.36
789,88,3713613164,10,0.005,99.16
790,88,3713613164,10,0.01,99.32
791,88,3713613164,40,0.001,99.38
792,88,3713613164,40,0.005,99.33
793,88,3713613164,40,0.01,99.18
794,88,3713613164,70,0.001,99.19
795,88,3713613164,70,0.005,99.06
796,88,3713613164,70,0.01,99.2
797,89,3726907830,10,0.001,99.25
798,89,3726907830,10,0.005,99.26
799,89,3726907830,10,0.01,99.07000000000001
800,89,3726907830,40,0.001,99.47
801,89,3726907830,40,0.005,99.3
802,89,3726907830,40,0.01,99.35000000000001
803,89,3726907830,70,0.001,99.28
804,89,3726907830,70,0.005,99.27
805,89,3726907830,70,0.01,98.98
806,90,3815965944,10,0.001,99.38
807,90,3815965944,10,0.005,99.22999999999999
808,90,3815965944,10,0.01,99.09
809,90,3815965944,40,0.001,99.31
810,90,3815965944,40,0.005,99.37
811,90,3815965944,40,0.01,99.45
812,90,3815965944,70,0.001,99.11999999999999
813,90,3815965944,70,0.005,99.15
814,90,3815965944,70,0.01,98.83999999999999
815,91,3886146788,10,0.001,99.31
816,91,3886146788,10,0.005,99.39
817,91,3886146788,10,0.01,99.02
818,91,3886146788,40,0.001,99.47
819,91,3886146788,40,0.005,99.25
820,91,3886146788,40,0.01,99.33999999999999
821,91,3886146788,70,0.001,99.21
822,91,3886146788,70,0.005,98.96000000000001
823,91,3886146788,70,0.01,98.9
824,92,3889214724,10,0.001,99.31
825,92,3889214724,10,0.005,99.15
826,92,3889214724,10,0.01,99.33999999999999
827,92,3889214724,40,0.001,99.38
828,92,3889214724,40,0.005,99.37
829,92,3889214724,40,0.01,99.4
830,92,3889214724,70,0.001,99.15
831,92,3889214724,70,0.005,98.96000000000001
832,92,3889214724,70,0.01,98.71
833,93,3904435539,10,0.001,99.38
834,93,3904435539,10,0.005,99.3
835,93,3904435539,10,0.01,99.25
836,93,3904435539,40,0.001,99.32
837,93,3904435539,40,0.005,99.22999999999999
838,93,3904435539,40,0.01,98.91
839,93,3904435539,70,0.001,99.11
840,93,3904435539,70,0.005,98.79
841,93,3904435539,70,0.01,98.9
842,94,3934109237,10,0.001,99.39
843,94,3934109237,10,0.005,99.03
844,94,3934109237,10,0.01,99.19
845,94,3934109237,40,0.001,99.44
846,94,3934109237,40,0.005,99.25
847,94,3934109237,40,0.01,99.22999999999999
848,94,3934109237,70,0.001,98.97
849,94,3934109237,70,0.005,99.03
850,94,3934109237,70,0.01,98.92
851,95,3941466651,10,0.001,99.25
852,95,3941466651,10,0.005,99.35000000000001
853,95,3941466651,10,0.01,99.22999999999999
854,95,3941466651,40,0.001,99.44
855,95,3941466651,40,0.005,99.26
856,95,3941466651,40,0.01,99.19
857,95,3941466651,70,0.001,99.03
858,95,3941466651,70,0.005,99.27
859,95,3941466651,70,0.01,98.61999999999999
860,96,3947735462,10,0.001,99.33999999999999
861,96,3947735462,10,0.005,99.15
862,96,3947735462,10,0.01,99.1
863,96,3947735462,40,0.001,99.18
864,96,3947735462,40,0.005,99.35000000000001
865,96,3947735462,40,0.01,99.39
866,96,3947735462,70,0.001,98.94
867,96,3947735462,70,0.005,98.94
868,96,3947735462,70,0.01,98.7
869,97,3951600961,10,0.001,99.36
870,97,3951600961,10,0.005,99.33999999999999
871,97,3951600961,10,0.01,99.15
872,97,3951600961,40,0.001,99.51
873,97,3951600961,40,0.005,99.39
874,97,3951600961,40,0.01,99.37
875,97,3951600961,70,0.001,99.0
876,97,3951600961,70,0.005,98.89
877,97,3951600961,70,0.01,98.75
878,98,3995073832,10,0.001,99.33
879,98,3995073832,10,0.005,99.17
880,98,3995073832,10,0.01,99.24
881,98,3995073832,40,0.001,99.42999999999999
882,98,3995073832,40,0.005,99.4
883,98,3995073832,40,0.01,99.33999999999999
884,98,3995073832,70,0.001,99.1
885,98,3995073832,70,0.005,99.1
886,98,3995073832,70,0.01,99.06
887,99,4004188839,10,0.001,99.33
888,99,4004188839,10,0.005,99.22
889,99,4004188839,10,0.01,99.28
890,99,4004188839,40,0.001,99.42999999999999
891,99,4004188839,40,0.005,99.41
892,99,4004188839,40,0.01,99.22999999999999
893,99,4004188839,70,0.001,99.05000000000001
894,99,4004188839,70,0.005,98.19
895,99,4004188839,70,0.01,99.08
896,100,4017906703,10,0.001,99.31
897,100,4017906703,10,0.005,99.16
898,100,4017906703,10,0.01,99.19
899,100,4017906703,40,0.001,99.42999999999999
900,100,4017906703,40,0.005,99.35000000000001
901,100,4017906703,40,0.01,99.22999999999999
902,100,4017906703,70,0.001,99.03
903,100,4017906703,70,0.005,99.03999999999999
904,100,4017906703,70,0.01,98.8
905,101,4096116971,10,0.001,99.33999999999999
906,101,4096116971,10,0.005,99.31
907,101,4096116971,10,0.01,99.0
908,101,4096116971,40,0.001,99.31
909,101,4096116971,40,0.005,99.4
910,101,4096116971,40,0.01,99.44
911,101,4096116971,70,0.001,98.97
912,101,4096116971,70,0.005,99.24
913,101,4096116971,70,0.01,98.91
914,102,4129746735,10,0.001,99.14
915,102,4129746735,10,0.005,99.32
916,102,4129746735,10,0.01,99.19
917,102,4129746735,40,0.001,99.38
918,102,4129746735,40,0.005,99.33999999999999
919,102,4129746735,40,0.01,99.19
920,102,4129746735,70,0.001,98.88
921,102,4129746735,70,0.005,99.05000000000001
922,102,4129746735,70,0.01,99.02
923,103,4195533750,10,0.001,99.18
924,103,4195533750,10,0.005,99.11999999999999
925,103,4195533750,10,0.01,99.22999999999999
926,103,4195533750,40,0.001,99.45
927,103,4195533750,40,0.005,99.35000000000001
928,103,4195533750,40,0.01,99.33
929,103,4195533750,70,0.001,99.06
930,103,4195533750,70,0.005,99.07000000000001
931,103,4195533750,70,0.01,98.8
932,104,4210826180,10,0.001,99.22
933,104,4210826180,10,0.005,99.18
934,104,4210826180,10,0.01,99.18
935,104,4210826180,40,0.001,99.4
936,104,4210826180,40,0.005,99.42999999999999
937,104,4210826180,40,0.01,99.36
938,104,4210826180,70,0.001,99.2
939,104,4210826180,70,0.005,99.05000000000001
940,104,4210826180,70,0.01,98.99
941,105,4229757850,10,0.001,99.1
942,105,4229757850,10,0.005,99.28
943,105,4229757850,10,0.01,99.2
944,105,4229757850,40,0.001,99.41
945,105,4229757850,40,0.005,99.13
946,105,4229757850,40,0.01,99.47
947,105,4229757850,70,0.001,99.1
948,105,4229757850,70,0.005,98.47
949,105,4229757850,70,0.01,98.11
950,106,466605488,10,0.001,99.19
951,106,466605488,10,0.005,98.92999999999999
952,106,466605488,10,0.01,99.29
953,106,466605488,40,0.001,99.47
954,106,466605488,40,0.005,99.11999999999999
955,106,466605488,40,0.01,99.32
956,106,466605488,70,0.001,98.86
957,106,466605488,70,0.005,98.86
958,106,466605488,70,0.01,98.94
959,107,528009547,10,0.001,99.2
960,107,528009547,10,0.005,99.17
961,107,528009547,10,0.01,99.22
962,107,528009547,40,0.001,99.38
963,107,528009547,40,0.005,99.37
964,107,528009547,40,0.01,99.46000000000001
965,107,528009547,70,0.001,98.97
966,107,528009547,70,0.005,98.96000000000001
967,107,528009547,70,0.01,99.05000000000001
968,108,567446242,10,0.001,99.33
969,108,567446242,10,0.005,99.18
970,108,567446242,10,0.01,99.21
971,108,567446242,40,0.001,99.42999999999999
972,108,567446242,40,0.005,99.44
973,108,567446242,40,0.01,99.27
974,108,567446242,70,0.001,98.97
975,108,567446242,70,0.005,99.06
976,108,567446242,70,0.01,98.72999999999999
977,109,56756214,10,0.001,99.26
978,109,56756214,10,0.005,99.25
979,109,56756214,10,0.01,98.94
980,109,56756214,40,0.001,99.39
981,109,56756214,40,0.005,99.22999999999999
982,109,56756214,40,0.01,99.3
983,109,56756214,70,0.001,99.07000000000001
984,109,56756214,70,0.005,98.83999999999999
985,109,56756214,70,0.01,98.94
986,110,573762507,10,0.001,99.0
987,110,573762507,10,0.005,99.22
988,110,573762507,10,0.01,98.96000000000001
989,110,573762507,40,0.001,99.39
990,110,573762507,40,0.005,99.27
991,110,573762507,40,0.01,99.36
992,110,573762507,70,0.001,99.19
993,110,573762507,70,0.005,98.71
994,110,573762507,70,0.01,98.92999999999999
995,111,589700446,10,0.001,99.31
996,111,589700446,10,0.005,99.14
997,111,589700446,10,0.01,99.3
998,111,589700446,40,0.001,99.21
999,111,589700446,40,0.005,99.27
1000,111,589700446,40,0.01,99.22
1001,111,589700446,70,0.001,98.96000000000001
1002,111,589700446,70,0.005,99.11999999999999
1003,111,589700446,70,0.01,98.61999999999999
1004,112,593594608,10,0.001,99.33999999999999
1005,112,593594608,10,0.005,99.27
1006,112,593594608,10,0.01,99.3
1007,112,593594608,40,0.001,99.4
1008,112,593594608,40,0.005,99.42999999999999
1009,112,593594608,40,0.01,99.17
1010,112,593594608,70,0.001,99.03
1011,112,593594608,70,0.005,98.67
1012,112,593594608,70,0.01,98.86
1013,113,661786484,10,0.001,99.33
1014,113,661786484,10,0.005,99.32
1015,113,661786484,10,0.01,99.27
1016,113,661786484,40,0.001,99.32
1017,113,661786484,40,0.005,99.24
1018,113,661786484,40,0.01,99.35000000000001
1019,113,661786484,70,0.001,99.0
1020,113,661786484,70,0.005,99.11999999999999
1021,113,661786484,70,0.01,98.45
1022,114,727551200,10,0.001,99.32
1023,114,727551200,10,0.005,99.03999999999999
1024,114,727551200,10,0.01,99.15
1025,114,727551200,40,0.001,99.42999999999999
1026,114,727551200,40,0.005,99.42
1027,114,727551200,40,0.01,99.31
1028,114,727551200,70,0.001,99.16
1029,114,727551200,70,0.005,99.00999999999999
1030,114,727551200,70,0.01,98.7
1031,115,783598378,10,0.001,99.38
1032,115,783598378,10,0.005,99.29
1033,115,783598378,10,0.01,99.22999999999999
1034,115,783598378,40,0.001,99.35000000000001
1035,115,783598378,40,0.005,99.22
1036,115,783598378,40,0.01,99.41
1037,115,783598378,70,0.001,98.83
1038,115,783598378,70,0.005,98.94
1039,115,783598378,70,0.01,99.03999999999999
1040,116,82192825,10,0.001,99.11
1041,116,82192825,10,0.005,99.21
1042,116,82192825,10,0.01,99.22
1043,116,82192825,40,0.001,99.33
1044,116,82192825,40,0.005,99.24
1045,116,82192825,40,0.01,99.27
1046,116,82192825,70,0.001,98.97
1047,116,82192825,70,0.005,99.09
1048,116,82192825,70,0.01,99.11
1049,117,869521397,10,0.001,99.24
1050,117,869521397,10,0.005,99.4
1051,117,869521397,10,0.01,99.16
1052,117,869521397,40,0.001,99.52
1053,117,869521397,40,0.005,99.41
1054,117,869521397,40,0.01,99.28
1055,117,869521397,70,0.001,99.13
1056,117,869521397,70,0.005,99.05000000000001
1057,117,869521397,70,0.01,99.03
1058,118,898278827,10,0.001,99.17
1059,118,898278827,10,0.005,98.9
1060,118,898278827,10,0.01,99.19
1061,118,898278827,40,0.001,99.57000000000001
1062,118,898278827,40,0.005,99.21
1063,118,898278827,40,0.01,99.33
1064,118,898278827,70,0.001,99.21
1065,118,898278827,70,0.005,98.78
1066,118,898278827,70,0.01,98.96000000000001
1067,119,916612454,10,0.001,99.29
1068,119,916612454,10,0.005,99.27
1069,119,916612454,10,0.01,99.31
1070,119,916612454,40,0.001,99.55000000000001
1071,119,916612454,40,0.005,99.25
1072,119,916612454,40,0.01,99.36
1073,119,916612454,70,0.001,99.11
1074,119,916612454,70,0.005,99.11
1075,119,916612454,70,0.01,98.82
1076,120,1034803664,10,0.001,99.27
1077,120,1034803664,10,0.005,99.06
1078,120,1034803664,10,0.01,99.15
1079,120,1034803664,40,0.001,99.39
1080,120,1034803664,40,0.005,99.27
1081,120,1034803664,40,0.01,99.27
1082,120,1034803664,70,0.001,99.21
1083,120,1034803664,70,0.005,98.86
1084,120,1034803664,70,0.01,98.94
1085,121,1100674329,10,0.001,99.28
1086,121,1100674329,10,0.005,99.11999999999999
1087,121,1100674329,10,0.01,99.2
1088,121,1100674329,40,0.001,99.42
1089,121,1100674329,40,0.005,99.35000000000001
1090,121,1100674329,40,0.01,99.29
1091,121,1100674329,70,0.001,99.2
1092,121,1100674329,70,0.005,98.92999999999999
1093,121,1100674329,70,0.01,99.25
1094,122,123124968,10,0.001,99.26
1095,122,123124968,10,0.005,99.32
1096,122,123124968,10,0.01,99.18
1097,122,123124968,40,0.001,99.42
1098,122,123124968,40,0.005,99.27
1099,122,123124968,40,0.01,99.26
1100,122,123124968,70,0.001,98.96000000000001
1101,122,123124968,70,0.005,99.09
1102,122,123124968,70,0.01,98.78
1103,123,1247347865,10,0.001,99.1
1104,123,1247347865,10,0.005,99.09
1105,123,1247347865,10,0.01,99.22999999999999
1106,123,1247347865,40,0.001,99.27
1107,123,1247347865,40,0.005,99.31
1108,123,1247347865,40,0.01,99.3
1109,123,1247347865,70,0.001,99.18
1110,123,1247347865,70,0.005,99.03999999999999
1111,123,1247347865,70,0.01,98.9
1112,124,1325922378,10,0.001,99.31
1113,124,1325922378,10,0.005,99.16
1114,124,1325922378,10,0.01,99.18
1115,124,1325922378,40,0.001,99.36
1116,124,1325922378,40,0.005,99.36
1117,124,1325922378,40,0.01,99.38
1118,124,1325922378,70,0.001,99.05000000000001
1119,124,1325922378,70,0.005,98.95
1120,124,1325922378,70,0.01,98.88
1121,125,1333565859,10,0.001,99.28
1122,125,1333565859,10,0.005,99.27
1123,125,1333565859,10,0.01,99.09
1124,125,1333565859,40,0.001,99.36
1125,125,1333565859,40,0.005,99.24
1126,125,1333565859,40,0.01,99.35000000000001
1127,125,1333565859,70,0.001,99.16
1128,125,1333565859,70,0.005,98.47
1129,125,1333565859,70,0.01,99.06
1146,128,144612866,10,0.001,99.22999999999999
1147,128,144612866,10,0.005,99.14
1148,128,144612866,10,0.01,99.21
1149,128,144612866,40,0.001,99.47
1150,128,144612866,40,0.005,99.38
1151,128,144612866,40,0.01,99.28
1152,128,144612866,70,0.001,99.16
1153,128,144612866,70,0.005,98.6
1154,128,144612866,70,0.01,98.95
1155,129,1454745011,10,0.001,99.26
1156,129,1454745011,10,0.005,99.26
1157,129,1454745011,10,0.01,99.44
1158,129,1454745011,40,0.001,99.39
1159,129,1454745011,40,0.005,99.47
1160,129,1454745011,40,0.01,99.31
1161,129,1454745011,70,0.001,99.11999999999999
1162,129,1454745011,70,0.005,99.06
1163,129,1454745011,70,0.01,98.9
1164,130,1549916400,10,0.001,99.37
1165,130,1549916400,10,0.005,99.11999999999999
1166,130,1549916400,10,0.01,99.16
1167,130,1549916400,40,0.001,99.39
1168,130,1549916400,40,0.005,99.33
1169,130,1549916400,40,0.01,99.36
1170,130,1549916400,70,0.001,99.03
1171,130,1549916400,70,0.005,98.95
1172,130,1549916400,70,0.01,99.1
1173,131,1578807989,10,0.001,99.36
1174,131,1578807989,10,0.005,99.3
1175,131,1578807989,10,0.01,99.32
1176,131,1578807989,40,0.001,99.46000000000001
1177,131,1578807989,40,0.005,99.33
1178,131,1578807989,40,0.01,99.21
1179,131,1578807989,70,0.001,99.03999999999999
1180,131,1578807989,70,0.005,98.72
1181,131,1578807989,70,0.01,99.11999999999999
1182,132,1676582712,10,0.001,99.18
1183,132,1676582712,10,0.005,99.17
1184,132,1676582712,10,0.01,99.13
1185,132,1676582712,40,0.001,99.38
1186,132,1676582712,40,0.005,99.3
1187,132,1676582712,40,0.01,99.18
1188,132,1676582712,70,0.001,99.19
1189,132,1676582712,70,0.005,99.08
1190,132,1676582712,70,0.01,99.11999999999999
1191,133,1688308003,10,0.001,99.07000000000001
1192,133,1688308003,10,0.005,99.16
1193,133,1688308003,10,0.01,99.11
1194,133,1688308003,40,0.001,99.33
1195,133,1688308003,40,0.005,99.31
1196,133,1688308003,40,0.01,99.26
1197,133,1688308003,70,0.001,99.11
1198,133,1688308003,70,0.005,99.00999999999999
1199,133,1688308003,70,0.01,98.9
1200,134,1732054695,10,0.001,99.36
1201,134,1732054695,10,0.005,99.1
1202,134,1732054695,10,0.01,99.11999999999999
1203,134,1732054695,40,0.001,99.47
1204,134,1732054695,40,0.005,99.33
1205,134,1732054695,40,0.01,99.33
1206,134,1732054695,70,0.001,99.22999999999999
1207,134,1732054695,70,0.005,98.99
1208,134,1732054695,70,0.01,99.24
1209,135,181787561,10,0.001,99.13
1210,135,181787561,10,0.005,99.35000000000001
1211,135,181787561,10,0.01,98.97
1212,135,181787561,40,0.001,99.33
1213,135,181787561,40,0.005,99.41
1214,135,181787561,40,0.01,99.25
1215,135,181787561,70,0.001,98.97
1216,135,181787561,70,0.005,98.88
1217,135,181787561,70,0.01,98.69
1218,136,1827945436,10,0.001,99.33
1219,136,1827945436,10,0.005,99.29
1220,136,1827945436,10,0.01,99.27
1221,136,1827945436,40,0.001,99.42
1222,136,1827945436,40,0.005,99.31
1223,136,1827945436,40,0.01,99.14
1224,136,1827945436,70,0.001,99.22
1225,136,1827945436,70,0.005,98.97
1226,136,1827945436,70,0.01,99.03999999999999
1227,137,1885024668,10,0.001,99.2
1228,137,1885024668,10,0.005,99.26
1229,137,1885024668,10,0.01,99.33
1230,137,1885024668,40,0.001,99.46000000000001
1231,137,1885024668,40,0.005,99.36
1232,137,1885024668,40,0.01,99.25
1233,137,1885024668,70,0.001,99.0
1234,137,1885024668,70,0.005,98.67
1235,137,1885024668,70,0.01,99.13
1236,138,1932966003,10,0.001,99.26
1237,138,1932966003,10,0.005,99.44
1238,138,1932966003,10,0.01,99.08
1239,138,1932966003,40,0.001,99.42999999999999
1240,138,1932966003,40,0.005,99.38
1241,138,1932966003,40,0.01,99.45
1242,138,1932966003,70,0.001,98.97
1243,138,1932966003,70,0.005,98.74000000000001
1244,138,1932966003,70,0.01,98.94
1245,139,1940680878,10,0.001,99.2
1246,139,1940680878,10,0.005,99.22
1247,139,1940680878,10,0.01,99.18
1248,139,1940680878,40,0.001,99.47
1249,139,1940680878,40,0.005,99.42999999999999
1250,139,1940680878,40,0.01,99.28
1251,139,1940680878,70,0.001,99.08
1252,139,1940680878,70,0.005,98.95
1253,139,1940680878,70,0.01,98.54
1254,140,1948241901,10,0.001,99.1
1255,140,1948241901,10,0.005,99.18
1256,140,1948241901,10,0.01,99.38
1257,140,1948241901,40,0.001,99.32
1258,140,1948241901,40,0.005,99.24
1259,140,1948241901,40,0.01,99.22999999999999
1260,140,1948241901,70,0.001,98.96000000000001
1261,140,1948241901,70,0.005,98.2
1262,140,1948241901,70,0.01,99.0
1263,141,1958563144,10,0.001,99.21
1264,141,1958563144,10,0.005,99.36
1265,141,1958563144,10,0.01,99.09
1266,141,1958563144,40,0.001,99.26
1267,141,1958563144,40,0.005,99.38
1268,141,1958563144,40,0.01,99.25
1269,141,1958563144,70,0.001,98.91
1270,141,1958563144,70,0.005,98.78
1271,141,1958563144,70,0.01,99.02
1272,142,1995200064,10,0.001,99.28
1273,142,1995200064,10,0.005,99.07000000000001
1274,142,1995200064,10,0.01,99.32
1275,142,1995200064,40,0.001,99.48
1276,142,1995200064,40,0.005,99.26
1277,142,1995200064,40,0.01,99.35000000000001
1278,142,1995200064,70,0.001,98.94
1279,142,1995200064,70,0.005,99.08
1280,142,1995200064,70,0.01,98.7
1281,143,205069050,10,0.001,99.24
1282,143,205069050,10,0.005,99.19
1283,143,205069050,10,0.01,99.32
1284,143,205069050,40,0.001,99.45
1285,143,205069050,40,0.005,99.22999999999999
1286,143,205069050,40,0.01,99.25
1287,143,205069050,70,0.001,99.16
1288,143,205069050,70,0.005,98.58
1289,143,205069050,70,0.01,99.19
1290,144,2077797979,10,0.001,99.26
1291,144,2077797979,10,0.005,99.33999999999999
1292,144,2077797979,10,0.01,99.28
1293,144,2077797979,40,0.001,99.45
1294,144,2077797979,40,0.005,99.33
1295,144,2077797979,40,0.01,99.28
1296,144,2077797979,70,0.001,98.95
1297,144,2077797979,70,0.005,99.18
1298,144,2077797979,70,0.01,98.7
1299,145,2142702727,10,0.001,99.22999999999999
1300,145,2142702727,10,0.005,99.11999999999999
1301,145,2142702727,10,0.01,98.92
1302,145,2142702727,40,0.001,99.42999999999999
1303,145,2142702727,40,0.005,99.2
1304,145,2142702727,40,0.01,99.36
1305,145,2142702727,70,0.001,98.97
1306,145,2142702727,70,0.005,99.14
1307,145,2142702727,70,0.01,98.42999999999999
1308,146,215807679,10,0.001,99.26
1309,146,215807679,10,0.005,99.16
1310,146,215807679,10,0.01,99.22
1311,146,215807679,40,0.001,99.53
1312,146,215807679,40,0.005,99.46000000000001
1313,146,215807679,40,0.01,99.39
1314,146,215807679,70,0.001,99.24
1315,146,215807679,70,0.005,99.06
1316,146,215807679,70,0.01,99.05000000000001
1317,147,216343889,10,0.001,99.33
1318,147,216343889,10,0.005,99.03
1319,147,216343889,10,0.01,99.28
1320,147,216343889,40,0.001,99.36
1321,147,216343889,40,0.005,99.36
1322,147,216343889,40,0.01,99.19
1323,147,216343889,70,0.001,99.16
1324,147,216343889,70,0.005,99.0
1325,147,216343889,70,0.01,98.92
1326,148,2186206392,10,0.001,99.29
1327,148,2186206392,10,0.005,99.06
1328,148,2186206392,10,0.01,99.07000000000001
1329,148,2186206392,40,0.001,99.31
1330,148,2186206392,40,0.005,99.38
1331,148,2186206392,40,0.01,99.2
1332,148,2186206392,70,0.001,98.9
1333,148,2186206392,70,0.005,99.02
1334,148,2186206392,70,0.01,98.83
1335,149,224239220,10,0.001,99.42
1336,149,224239220,10,0.005,99.33
1337,149,224239220,10,0.01,99.33999999999999
1338,149,224239220,40,0.001,99.27
1339,149,224239220,40,0.005,99.37
1340,149,224239220,40,0.01,99.22999999999999
1341,149,224239220,70,0.001,99.22
1342,149,224239220,70,0.005,98.95
1343,149,224239220,70,0.01,98.91
1344,150,226866842,10,0.001,99.18
1345,150,226866842,10,0.005,99.27
1346,150,226866842,10,0.01,99.26
1347,150,226866842,40,0.001,99.41
1348,150,226866842,40,0.005,99.42
1349,150,226866842,40,0.01,99.08
1350,150,226866842,70,0.001,99.05000000000001
1351,150,226866842,70,0.005,99.0
1352,150,226866842,70,0.01,98.97
1353,151,2308042691,10,0.001,99.33
1354,151,2308042691,10,0.005,99.18
1355,151,2308042691,10,0.01,99.19
1356,151,2308042691,40,0.001,99.46000000000001
1357,151,2308042691,40,0.005,99.32
1358,151,2308042691,40,0.01,99.24
1359,151,2308042691,70,0.001,99.18
1360,151,2308042691,70,0.005,98.77
1361,151,2308042691,70,0.01,98.95
1362,152,2387042278,10,0.001,99.3
1363,152,2387042278,10,0.005,99.06
1364,152,2387042278,10,0.01,99.16
1365,152,2387042278,40,0.001,99.42999999999999
1366,152,2387042278,40,0.005,99.32
1367,152,2387042278,40,0.01,99.22
1368,152,2387042278,70,0.001,99.11
1369,152,2387042278,70,0.005,98.88
1370,152,2387042278,70,0.01,98.96000000000001
1371,153,2393646928,10,0.001,99.29
1372,153,2393646928,10,0.005,99.28
1373,153,2393646928,10,0.01,99.09
1374,153,2393646928,40,0.001,99.46000000000001
1375,153,2393646928,40,0.005,99.31
1376,153,2393646928,40,0.01,99.38
1377,153,2393646928,70,0.001,98.79
1378,153,2393646928,70,0.005,99.0
1379,153,2393646928,70,0.01,99.05000000000001
1380,154,242696657,10,0.001,99.11
1381,154,242696657,10,0.005,99.37
1382,154,242696657,10,0.01,99.2
1383,154,242696657,40,0.001,99.41
1384,154,242696657,40,0.005,99.4
1385,154,242696657,40,0.01,99.1
1386,154,242696657,70,0.001,99.08
1387,154,242696657,70,0.005,99.11
1388,154,242696657,70,0.01,99.02
1389,155,2480062341,10,0.001,99.32
1390,155,2480062341,10,0.005,99.06
1391,155,2480062341,10,0.01,99.21
1392,155,2480062341,40,0.001,99.45
1393,155,2480062341,40,0.005,99.24
1394,155,2480062341,40,0.01,99.36
1395,155,2480062341,70,0.001,98.92
1396,155,2480062341,70,0.005,98.89
1397,155,2480062341,70,0.01,99.09
1398,156,2504501909,10,0.001,99.35000000000001
1399,156,2504501909,10,0.005,99.1
1400,156,2504501909,10,0.01,99.22
1401,156,2504501909,40,0.001,99.38
1402,156,2504501909,40,0.005,99.33
1403,156,2504501909,40,0.01,99.24
1404,156,2504501909,70,0.001,99.22999999999999
1405,156,2504501909,70,0.005,99.08
1406,156,2504501909,70,0.01,98.9
1407,157,2518092583,10,0.001,99.33
1408,157,2518092583,10,0.005,98.96000000000001
1409,157,2518092583,10,0.01,99.08
1410,157,2518092583,40,0.001,99.32
1411,157,2518092583,40,0.005,99.37
1412,157,2518092583,40,0.01,99.47
1413,157,2518092583,70,0.001,98.91
1414,157,2518092583,70,0.005,99.03
1415,157,2518092583,70,0.01,98.98
1416,158,2565169126,10,0.001,99.2
1417,158,2565169126,10,0.005,99.4
1418,158,2565169126,10,0.01,99.28
1419,158,2565169126,40,0.001,99.33999999999999
1420,158,2565169126,40,0.005,99.39
1421,158,2565169126,40,0.01,99.21
1422,158,2565169126,70,0.001,99.1
1423,158,2565169126,70,0.005,98.92
1424,158,2565169126,70,0.01,98.87
1425,159,2658487883,10,0.001,99.3
1426,159,2658487883,10,0.005,99.11999999999999
1427,159,2658487883,10,0.01,99.33
1428,159,2658487883,40,0.001,99.41
1429,159,2658487883,40,0.005,99.42
1430,159,2658487883,40,0.01,99.33999999999999
1431,159,2658487883,70,0.001,98.71
1432,159,2658487883,70,0.005,98.92
1433,159,2658487883,70,0.01,98.98
1434,160,2766507173,10,0.001,99.36
1435,160,2766507173,10,0.005,98.98
1436,160,2766507173,10,0.01,99.18
1437,160,2766507173,40,0.001,99.44
1438,160,2766507173,40,0.005,99.37
1439,160,2766507173,40,0.01,99.35000000000001
1440,160,2766507173,70,0.001,99.14
1441,160,2766507173,70,0.005,99.2
1442,160,2766507173,70,0.01,99.11999999999999
1443,161,2869540049,10,0.001,99.33999999999999
1444,161,2869540049,10,0.005,99.3
1445,161,2869540049,10,0.01,99.32
1446,161,2869540049,40,0.001,99.45
1447,161,2869540049,40,0.005,99.35000000000001
1448,161,2869540049,40,0.01,99.15
1449,161,2869540049,70,0.001,99.24
1450,161,2869540049,70,0.005,99.15
1451,161,2869540049,70,0.01,98.6
1452,162,2917269773,10,0.001,99.3
