,index,seed,batch_size,learning_rate,accuracy
1453,162,2917269773,10,0.005,99.11999999999999
1454,162,2917269773,10,0.01,99.22999999999999
1455,162,2917269773,40,0.001,99.4
1456,162,2917269773,40,0.005,99.33999999999999
1457,162,2917269773,40,0.01,99.33999999999999
1458,162,2917269773,70,0.001,99.15
1459,162,2917269773,70,0.005,98.99
1460,162,2917269773,70,0.01,99.02
1461,163,2933514609,10,0.001,99.33999999999999
1462,163,2933514609,10,0.005,99.29
1463,163,2933514609,10,0.01,99.21
1464,163,2933514609,40,0.001,99.3
1465,163,2933514609,40,0.005,99.41
1466,163,2933514609,40,0.01,99.31
1467,163,2933514609,70,0.001,98.79
1468,163,2933514609,70,0.005,99.05000000000001
1469,163,2933514609,70,0.01,98.89
1470,164,2983411134,10,0.001,99.22
1471,164,2983411134,10,0.005,99.26
1472,164,2983411134,10,0.01,99.32
1473,164,2983411134,40,0.001,99.38
1474,164,2983411134,40,0.005,99.41
1475,164,2983411134,40,0.01,99.38
1476,164,2983411134,70,0.001,99.14
1477,164,2983411134,70,0.005,98.98
1478,164,2983411134,70,0.01,98.66
1479,165,3140899115,10,0.001,99.22999999999999
1480,165,3140899115,10,0.005,99.29
1481,165,3140899115,10,0.01,99.09
1482,165,3140899115,40,0.001,99.44
1483,165,3140899115,40,0.005,99.39
1484,165,3140899115,40,0.01,99.3
1485,165,3140899115,70,0.001,99.03999999999999
1486,165,3140899115,70,0.005,99.06
1487,165,3140899115,70,0.01,99.03999999999999
1488,166,3192370925,10,0.001,99.32
1489,166,3192370925,10,0.005,99.24
1490,166,3192370925,10,0.01,99.2
1491,166,3192370925,40,0.001,99.4
1492,166,3192370925,40,0.005,99.37
1493,166,3192370925,40,0.01,99.29
1494,166,3192370925,70,0.001,98.92
1495,166,3192370925,70,0.005,98.96000000000001
1496,166,3192370925,70,0.01,98.97
1497,167,3295067949,10,0.001,99.14
1498,167,3295067949,10,0.005,99.3
1499,167,3295067949,10,0.01,99.21
1500,167,3295067949,40,0.001,99.37
1501,167,3295067949,40,0.005,99.29
1502,167,3295067949,40,0.01,99.24
1503,167,3295067949,70,0.001,99.07000000000001
1504,167,3295067949,70,0.005,98.99
1505,167,3295067949,70,0.01,98.96000000000001
1506,168,3295965383,10,0.001,99.28
1507,168,3295965383,10,0.005,99.29
1508,168,3295965383,10,0.01,99.19
1509,168,3295965383,40,0.001,99.42
1510,168,3295965383,40,0.005,99.35000000000001
1511,168,3295965383,40,0.01,99.28
1512,168,3295965383,70,0.001,99.17
1513,168,3295965383,70,0.005,98.72999999999999
1514,168,3295965383,70,0.01,98.85000000000001
1515,169,3361597215,10,0.001,99.36
1516,169,3361597215,10,0.005,99.1
1517,169,3361597215,10,0.01,99.22999999999999
1518,169,3361597215,40,0.001,99.42999999999999
1519,169,3361597215,40,0.005,99.28
1520,169,3361597215,40,0.01,99.32
1521,169,3361597215,70,0.001,99.27
1522,169,3361597215,70,0.005,99.13
1523,169,3361597215,70,0.01,98.85000000000001
1524,170,3388827164,10,0.001,99.29
1525,170,3388827164,10,0.005,99.17
1526,170,3388827164,10,0.01,99.16
1527,170,3388827164,40,0.001,99.41
1528,170,3388827164,40,0.005,99.29
1529,170,3388827164,40,0.01,99.24
1530,170,3388827164,70,0.001,99.00999999999999
1531,170,3388827164,70,0.005,99.09
1532,170,3388827164,70,0.01,98.68
1533,171,3432854246,10,0.001,99.26
1534,171,3432854246,10,0.005,99.21
1535,171,3432854246,10,0.01,99.05000000000001
1536,171,3432854246,40,0.001,99.42999999999999
1537,171,3432854246,40,0.005,99.37
1538,171,3432854246,40,0.01,99.31
1539,171,3432854246,70,0.001,99.27
1540,171,3432854246,70,0.005,98.81
1541,171,3432854246,70,0.01,98.8
1542,172,3482182885,10,0.001,99.22999999999999
1543,172,3482182885,10,0.005,99.33999999999999
1544,172,3482182885,10,0.01,99.11999999999999
1545,172,3482182885,40,0.001,99.53
1546,172,3482182885,40,0.005,99.35000000000001
1547,172,3482182885,40,0.01,99.39
1548,172,3482182885,70,0.001,99.17
1549,172,3482182885,70,0.005,98.77
1550,172,3482182885,70,0.01,98.91
1551,173,3534326588,10,0.001,99.26
1552,173,3534326588,10,0.005,99.17
1553,173,3534326588,10,0.01,99.29
1554,173,3534326588,40,0.001,99.37
1555,173,3534326588,40,0.005,99.44
1556,173,3534326588,40,0.01,99.31
1557,173,3534326588,70,0.001,99.07000000000001
1558,173,3534326588,70,0.005,98.86
1559,173,3534326588,70,0.01,99.00999999999999
1560,174,360598791,10,0.001,99.44
1561,174,360598791,10,0.005,99.32
1562,174,360598791,10,0.01,98.95
1563,174,360598791,40,0.001,99.47
1564,174,360598791,40,0.005,99.28
1565,174,360598791,40,0.01,99.42999999999999
1566,174,360598791,70,0.001,99.14
1567,174,360598791,70,0.005,98.9
1568,174,360598791,70,0.01,98.97
1569,175,3609586140,10,0.001,99.24
1570,175,3609586140,10,0.005,99.1
1571,175,3609586140,10,0.01,99.03999999999999
1572,175,3609586140,40,0.001,99.39
1573,175,3609586140,40,0.005,99.35000000000001
1574,175,3609586140,40,0.01,99.44
1575,175,3609586140,70,0.001,99.03999999999999
1576,175,3609586140,70,0.005,99.02
1577,175,3609586140,70,0.01,98.94
1578,176,3623700886,10,0.001,99.38
1579,176,3623700886,10,0.005,99.25
1580,176,3623700886,10,0.01,99.08
1581,176,3623700886,40,0.001,99.45
1582,176,3623700886,40,0.005,99.3
1583,176,3623700886,40,0.01,99.26
1584,176,3623700886,70,0.001,98.96000000000001
1585,176,3623700886,70,0.005,98.48
1586,176,3623700886,70,0.01,99.03
1587,177,3849418127,10,0.001,99.11999999999999
1588,177,3849418127,10,0.005,99.33999999999999
1589,177,3849418127,10,0.01,99.19
1590,177,3849418127,40,0.001,99.4
1591,177,3849418127,40,0.005,99.4
1592,177,3849418127,40,0.01,99.38
1593,177,3849418127,70,0.001,99.1
1594,177,3849418127,70,0.005,98.83999999999999
1595,177,3849418127,70,0.01,99.1
1596,178,4004083903,10,0.001,99.25
1597,178,4004083903,10,0.005,99.36
1598,178,4004083903,10,0.01,99.33999999999999
1599,178,4004083903,40,0.001,99.35000000000001
1600,178,4004083903,40,0.005,99.38
1601,178,4004083903,40,0.01,99.3
1602,178,4004083903,70,0.001,98.67
1603,178,4004083903,70,0.005,98.72999999999999
1604,178,4004083903,70,0.01,98.8
1605,179,4085289581,10,0.001,99.32
1606,179,4085289581,10,0.005,99.29
1607,179,4085289581,10,0.01,99.19
1608,179,4085289581,40,0.001,99.3
1609,179,4085289581,40,0.005,99.22
1610,179,4085289581,40,0.01,99.19
1611,179,4085289581,70,0.001,99.1
1612,179,4085289581,70,0.005,98.57000000000001
1613,179,4085289581,70,0.01,98.66
1614,180,4099983987,10,0.001,99.31
1615,180,4099983987,10,0.005,99.26
1616,180,4099983987,10,0.01,99.00999999999999
1617,180,4099983987,40,0.001,99.33999999999999
1618,180,4099983987,40,0.005,99.29
1619,180,4099983987,40,0.01,99.36
1620,180,4099983987,70,0.001,99.08
1621,180,4099983987,70,0.005,98.77
1622,180,4099983987,70,0.01,98.91
1623,181,4293642482,10,0.001,99.31
1624,181,4293642482,10,0.005,99.36
1625,181,4293642482,10,0.01,99.15
1626,181,4293642482,40,0.001,99.44
1627,181,4293642482,40,0.005,99.38
1628,181,4293642482,40,0.01,99.37
1629,181,4293642482,70,0.001,98.85000000000001
1630,181,4293642482,70,0.005,98.5
1631,181,4293642482,70,0.01,98.97
1632,182,433921985,10,0.001,99.33
1633,182,433921985,10,0.005,99.28
1634,182,433921985,10,0.01,99.21
1635,182,433921985,40,0.001,99.39
1636,182,433921985,40,0.005,99.42
1637,182,433921985,40,0.01,99.3
1638,182,433921985,70,0.001,99.06
1639,182,433921985,70,0.005,98.82
1640,182,433921985,70,0.01,99.05000000000001
1641,183,435981622,10,0.001,99.22999999999999
1642,183,435981622,10,0.005,99.19
1643,183,435981622,10,0.01,99.27
1644,183,435981622,40,0.001,99.41
1645,183,435981622,40,0.005,99.22999999999999
1646,183,435981622,40,0.01,99.32
1647,183,435981622,70,0.001,99.03
1648,183,435981622,70,0.005,98.75
1649,183,435981622,70,0.01,98.96000000000001
1650,184,438912252,10,0.001,99.22999999999999
1651,184,438912252,10,0.005,99.16
1652,184,438912252,10,0.01,99.2
1653,184,438912252,40,0.001,99.3
1654,184,438912252,40,0.005,99.2
1655,184,438912252,40,0.01,99.3
1656,184,438912252,70,0.001,98.34
1657,184,438912252,70,0.005,98.99
1658,184,438912252,70,0.01,98.98
1659,185,440738056,10,0.001,99.33
1660,185,440738056,10,0.005,99.25
1661,185,440738056,10,0.01,99.15
1662,185,440738056,40,0.001,99.46000000000001
1663,185,440738056,40,0.005,99.37
1664,185,440738056,40,0.01,99.38
1665,185,440738056,70,0.001,99.03999999999999
1666,185,440738056,70,0.005,99.19
1667,185,440738056,70,0.01,98.92
1668,186,492407909,10,0.001,99.25
1669,186,492407909,10,0.005,99.07000000000001
1670,186,492407909,10,0.01,99.18
1671,186,492407909,40,0.001,99.44
1672,186,492407909,40,0.005,99.32
1673,186,492407909,40,0.01,99.31
1674,186,492407909,70,0.001,99.17
1675,186,492407909,70,0.005,98.92999999999999
1676,186,492407909,70,0.01,98.96000000000001
1677,187,529503146,10,0.001,99.09
1678,187,529503146,10,0.005,99.4
1679,187,529503146,10,0.01,99.26
1680,187,529503146,40,0.001,99.38
1681,187,529503146,40,0.005,99.41
1682,187,529503146,40,0.01,99.25
1683,187,529503146,70,0.001,99.07000000000001
1684,187,529503146,70,0.005,99.09
1685,187,529503146,70,0.01,99.17
1686,188,534256285,10,0.001,99.22
1687,188,534256285,10,0.005,99.28
1688,188,534256285,10,0.01,99.11999999999999
1689,188,534256285,40,0.001,99.44
1690,188,534256285,40,0.005,99.4
1691,188,534256285,40,0.01,99.46000000000001
1692,188,534256285,70,0.001,99.06
1693,188,534256285,70,0.005,98.72
1694,188,534256285,70,0.01,99.02
1695,189,606128445,10,0.001,99.22
1696,189,606128445,10,0.005,99.31
1697,189,606128445,10,0.01,99.31
1698,189,606128445,40,0.001,99.44
1699,189,606128445,40,0.005,99.4
1700,189,606128445,40,0.01,99.39
1701,189,606128445,70,0.001,99.19
1702,189,606128445,70,0.005,98.92999999999999
1703,189,606128445,70,0.01,98.98
1704,190,615617248,10,0.001,99.41
1705,190,615617248,10,0.005,99.27
1706,190,615617248,10,0.01,99.24
1707,190,615617248,40,0.001,99.49
1708,190,615617248,40,0.005,99.42999999999999
1709,190,615617248,40,0.01,99.38
1710,190,615617248,70,0.001,98.72
1711,190,615617248,70,0.005,98.87
1712,190,615617248,70,0.01,98.48
1713,191,739675609,10,0.001,99.14
1714,191,739675609,10,0.005,99.07000000000001
1715,191,739675609,10,0.01,99.28
1716,191,739675609,40,0.001,99.51
1717,191,739675609,40,0.005,99.37
1718,191,739675609,40,0.01,99.24
1719,191,739675609,70,0.001,99.15
1720,191,739675609,70,0.005,99.03
1721,191,739675609,70,0.01,98.76
1722,192,745689443,10,0.001,99.2
1723,192,745689443,10,0.005,99.21
1724,192,745689443,10,0.01,99.32
1725,192,745689443,40,0.001,99.45
1726,192,745689443,40,0.005,99.39
1727,192,745689443,40,0.01,99.33
1728,192,745689443,70,0.001,99.05000000000001
1729,192,745689443,70,0.005,98.76
1730,192,745689443,70,0.01,98.55000000000001
1731,193,750514813,10,0.001,99.3
1732,193,750514813,10,0.005,99.14
1733,193,750514813,10,0.01,99.13
1734,193,750514813,40,0.001,99.42
1735,193,750514813,40,0.005,99.4
1736,193,750514813,40,0.01,99.48
1737,193,750514813,70,0.001,98.76
1738,193,750514813,70,0.005,98.76
1739,193,750514813,70,0.01,99.13
1740,194,756426322,10,0.001,99.26
1741,194,756426322,10,0.005,99.16
1742,194,756426322,10,0.01,99.33
1743,194,756426322,40,0.001,99.45
1744,194,756426322,40,0.005,99.22
1745,194,756426322,40,0.01,99.29
1746,194,756426322,70,0.001,98.50999999999999
1747,194,756426322,70,0.005,99.00999999999999
1748,194,756426322,70,0.01,99.08
1749,195,801202082,10,0.001,99.35000000000001
1750,195,801202082,10,0.005,99.26
1751,195,801202082,10,0.01,99.19
1752,195,801202082,40,0.001,99.4
1753,195,801202082,40,0.005,99.31
1754,195,801202082,40,0.01,99.31
1755,195,801202082,70,0.001,99.11999999999999
1756,195,801202082,70,0.005,99.11
1757,195,801202082,70,0.01,99.16
1758,196,807872706,10,0.001,99.22999999999999
1759,196,807872706,10,0.005,99.28
1760,196,807872706,10,0.01,99.22999999999999
1761,196,807872706,40,0.001,99.42999999999999
1762,196,807872706,40,0.005,99.38
1763,196,807872706,40,0.01,99.28
1764,196,807872706,70,0.001,99.24
1765,196,807872706,70,0.005,99.03999999999999
1766,196,807872706,70,0.01,99.27
1767,197,862140220,10,0.001,99.39
1768,197,862140220,10,0.005,99.16
1769,197,862140220,10,0.01,99.02
1770,197,862140220,40,0.001,99.39
1771,197,862140220,40,0.005,99.3
1772,197,862140220,40,0.01,99.31
1773,197,862140220,70,0.001,99.0
1774,197,862140220,70,0.005,98.89
1775,197,862140220,70,0.01,98.72
1776,198,879398037,10,0.001,99.36
1777,198,879398037,10,0.005,99.24
1778,198,879398037,10,0.01,99.21
1779,198,879398037,40,0.001,99.47
1780,198,879398037,40,0.005,99.4
1781,198,879398037,40,0.01,99.31
1782,198,879398037,70,0.001,98.98
1783,198,879398037,70,0.005,99.03999999999999
1784,198,879398037,70,0.01,98.94
1785,199,926164374,10,0.001,99.21
1786,199,926164374,10,0.005,99.19
1787,199,926164374,10,0.01,99.27
1788,199,926164374,40,0.001,99.29
1789,199,926164374,40,0.005,99.36
1790,199,926164374,40,0.01,99.39
1791,199,926164374,70,0.001,99.11999999999999
1792,199,926164374,70,0.005,98.92999999999999
1793,199,926164374,70,0.01,99.06
1794,200,10039390,10,0.001,99.32
1795,200,10039390,10,0.005,99.06
1796,200,10039390,10,0.01,99.28
1797,200,10039390,40,0.001,99.5
1798,200,10039390,40,0.005,99.38
1799,200,10039390,40,0.01,99.13
1800,200,10039390,70,0.001,99.2
1801,200,10039390,70,0.005,98.75
1802,200,10039390,70,0.01,98.67
1803,201,1133701321,10,0.001,99.33999999999999
1804,201,1133701321,10,0.005,99.2
1805,201,1133701321,10,0.01,99.19
1806,201,1133701321,40,0.001,99.44
1807,201,1133701321,40,0.005,99.3
1808,201,1133701321,40,0.01,99.28
1809,201,1133701321,70,0.001,98.92999999999999
1810,201,1133701321,70,0.005,99.0
1811,201,1133701321,70,0.01,99.14
1812,202,1146591785,10,0.001,99.2
1813,202,1146591785,10,0.005,99.21
1814,202,1146591785,10,0.01,99.31
1815,202,1146591785,40,0.001,99.42999999999999
1816,202,1146591785,40,0.005,99.35000000000001
1817,202,1146591785,40,0.01,99.19
1818,202,1146591785,70,0.001,99.14
1819,202,1146591785,70,0.005,99.05000000000001
1820,202,1146591785,70,0.01,99.0
1821,203,1154259053,10,0.001,99.48
1822,203,1154259053,10,0.005,99.11999999999999
1823,203,1154259053,10,0.01,99.31
1824,203,1154259053,40,0.001,99.42
1825,203,1154259053,40,0.005,99.28
1826,203,1154259053,40,0.01,99.3
1827,203,1154259053,70,0.001,99.13
1828,203,1154259053,70,0.005,99.09
1829,203,1154259053,70,0.01,98.65
1830,204,1194636522,10,0.001,99.37
1831,204,1194636522,10,0.005,99.36
1832,204,1194636522,10,0.01,99.28
1833,204,1194636522,40,0.001,99.36
1834,204,1194636522,40,0.005,99.29
1835,204,1194636522,40,0.01,99.37
1836,204,1194636522,70,0.001,98.71
1837,204,1194636522,70,0.005,98.96000000000001
1838,204,1194636522,70,0.01,98.9
1839,205,1196413569,10,0.001,99.37
1840,205,1196413569,10,0.005,99.29
1841,205,1196413569,10,0.01,99.33999999999999
1842,205,1196413569,40,0.001,99.41
1843,205,1196413569,40,0.005,99.29
1844,205,1196413569,40,0.01,99.38
1845,205,1196413569,70,0.001,99.24
1846,205,1196413569,70,0.005,99.17
1847,205,1196413569,70,0.01,98.92
1848,206,1247613531,10,0.001,99.41
1849,206,1247613531,10,0.005,99.33999999999999
1850,206,1247613531,10,0.01,99.18
1851,206,1247613531,40,0.001,99.5
1852,206,1247613531,40,0.005,99.37
1853,206,1247613531,40,0.01,99.33999999999999
1854,206,1247613531,70,0.001,99.09
1855,206,1247613531,70,0.005,98.92
1856,206,1247613531,70,0.01,98.74000000000001
1857,207,1265150313,10,0.001,99.25
1858,207,1265150313,10,0.005,99.09
1859,207,1265150313,10,0.01,99.19
1860,207,1265150313,40,0.001,99.31
1861,207,1265150313,40,0.005,99.47
1862,207,1265150313,40,0.01,99.37
1863,207,1265150313,70,0.001,99.19
1864,207,1265150313,70,0.005,98.82
1865,207,1265150313,70,0.01,98.86
1866,208,1268535076,10,0.001,99.36
1867,208,1268535076,10,0.005,99.37
1868,208,1268535076,10,0.01,99.11
1869,208,1268535076,40,0.001,99.5
1870,208,1268535076,40,0.005,99.3
1871,208,1268535076,40,0.01,99.37
1872,208,1268535076,70,0.001,99.05000000000001
1873,208,1268535076,70,0.005,98.74000000000001
1874,208,1268535076,70,0.01,98.77
1875,209,1351714164,10,0.001,99.14
1876,209,1351714164,10,0.005,99.31
1877,209,1351714164,10,0.01,99.27
1878,209,1351714164,40,0.001,99.51
1879,209,1351714164,40,0.005,99.35000000000001
1880,209,1351714164,40,0.01,99.22
1881,209,1351714164,70,0.001,99.00999999999999
1882,209,1351714164,70,0.005,99.31
1883,209,1351714164,70,0.01,98.9
1884,210,1361802301,10,0.001,99.24
1885,210,1361802301,10,0.005,99.21
1886,210,1361802301,10,0.01,99.25
1887,210,1361802301,40,0.001,99.39
1888,210,1361802301,40,0.005,99.31
1889,210,1361802301,40,0.01,99.28
1890,210,1361802301,70,0.001,98.96000000000001
1891,210,1361802301,70,0.005,99.02
1892,210,1361802301,70,0.01,99.19
1893,211,138692553,10,0.001,99.25
1894,211,138692553,10,0.005,99.06
1895,211,138692553,10,0.01,99.32
1896,211,138692553,40,0.001,99.44
1897,211,138692553,40,0.005,99.48
1898,211,138692553,40,0.01,99.4
1899,211,138692553,70,0.001,99.19
1900,211,138692553,70,0.005,99.03
1901,211,138692553,70,0.01,98.72
1902,212,1469044579,10,0.001,99.28
1903,212,1469044579,10,0.005,99.25
1904,212,1469044579,10,0.01,99.27
1905,212,1469044579,40,0.001,99.48
1906,212,1469044579,40,0.005,99.33
1907,212,1469044579,40,0.01,99.33999999999999
1908,212,1469044579,70,0.001,99.16
1909,212,1469044579,70,0.005,98.34
1910,212,1469044579,70,0.01,98.92999999999999
1911,213,1507696561,10,0.001,99.33999999999999
1912,213,1507696561,10,0.005,99.11
1913,213,1507696561,10,0.01,99.21
1914,213,1507696561,40,0.001,99.49
1915,213,1507696561,40,0.005,99.37
1916,213,1507696561,40,0.01,99.41
1917,213,1507696561,70,0.001,99.22999999999999
1918,213,1507696561,70,0.005,98.98
1919,213,1507696561,70,0.01,98.87
1920,214,1522698271,10,0.001,99.26
1921,214,1522698271,10,0.005,99.11999999999999
1922,214,1522698271,10,0.01,99.22
1923,214,1522698271,40,0.001,99.32
1924,214,1522698271,40,0.005,99.42
1925,214,1522698271,40,0.01,99.24
1926,214,1522698271,70,0.001,99.03999999999999
1927,214,1522698271,70,0.005,98.87
1928,214,1522698271,70,0.01,99.07000000000001
1929,215,1569105115,10,0.001,99.36
1930,215,1569105115,10,0.005,99.19
1931,215,1569105115,10,0.01,99.27
1932,215,1569105115,40,0.001,99.39
1933,215,1569105115,40,0.005,99.13
1934,215,1569105115,40,0.01,99.2
1935,215,1569105115,70,0.001,98.6
1936,215,1569105115,70,0.005,99.1
1937,215,1569105115,70,0.01,98.77
1938,216,1572004418,10,0.001,99.26
1939,216,1572004418,10,0.005,99.24
1940,216,1572004418,10,0.01,99.22
1941,216,1572004418,40,0.001,99.42
1942,216,1572004418,40,0.005,99.42
1943,216,1572004418,40,0.01,99.33
1944,216,1572004418,70,0.001,99.05000000000001
1945,216,1572004418,70,0.005,98.94
1946,216,1572004418,70,0.01,99.13
1947,217,16046097,10,0.001,99.26
1948,217,16046097,10,0.005,99.29
1949,217,16046097,10,0.01,99.31
1950,217,16046097,40,0.001,99.27
1951,217,16046097,40,0.005,99.28
1952,217,16046097,40,0.01,99.41
1953,217,16046097,70,0.001,99.11999999999999
1954,217,16046097,70,0.005,98.61
1955,217,16046097,70,0.01,98.85000000000001
1956,218,1630691864,10,0.001,99.11999999999999
1957,218,1630691864,10,0.005,99.22
1958,218,1630691864,10,0.01,99.18
1959,218,1630691864,40,0.001,99.47
1960,218,1630691864,40,0.005,99.33
1961,218,1630691864,40,0.01,99.18
1962,218,1630691864,70,0.001,99.28
1963,218,1630691864,70,0.005,99.02
1964,218,1630691864,70,0.01,99.07000000000001
1965,219,1755688716,10,0.001,99.33
1966,219,1755688716,10,0.005,99.14
1967,219,1755688716,10,0.01,99.35000000000001
1968,219,1755688716,40,0.001,99.49
1969,219,1755688716,40,0.005,99.29
1970,219,1755688716,40,0.01,99.3
1971,219,1755688716,70,0.001,99.0
1972,219,1755688716,70,0.005,99.05000000000001
1973,219,1755688716,70,0.01,98.94
1974,220,1768062262,10,0.001,99.29
1975,220,1768062262,10,0.005,99.09
1976,220,1768062262,10,0.01,99.3
1977,220,1768062262,40,0.001,99.44
1978,220,1768062262,40,0.005,99.26
1979,220,1768062262,40,0.01,99.33
1980,220,1768062262,70,0.001,99.2
1981,220,1768062262,70,0.005,99.08
1982,220,1768062262,70,0.01,98.92
1983,221,1800856875,10,0.001,99.22
1984,221,1800856875,10,0.005,99.16
1985,221,1800856875,10,0.01,99.11999999999999
1986,221,1800856875,40,0.001,99.2
1987,221,1800856875,40,0.005,99.29
1988,221,1800856875,40,0.01,99.39
1989,221,1800856875,70,0.001,98.96000000000001
1990,221,1800856875,70,0.005,98.86
1991,221,1800856875,70,0.01,98.94
1992,222,1868308558,10,0.001,99.26
1993,222,1868308558,10,0.005,99.22999999999999
1994,222,1868308558,10,0.01,99.15
1995,222,1868308558,40,0.001,99.22999999999999
1996,222,1868308558,40,0.005,99.17
1997,222,1868308558,40,0.01,99.35000000000001
1998,222,1868308558,70,0.001,99.05000000000001
1999,222,1868308558,70,0.005,98.94
2000,222,1868308558,70,0.01,98.89
2001,223,1888752709,10,0.001,99.38
2002,223,1888752709,10,0.005,99.11999999999999
2003,223,1888752709,10,0.01,99.02
2004,223,1888752709,40,0.001,99.37
2005,223,1888752709,40,0.005,99.3
2006,223,1888752709,40,0.01,99.27
2007,223,1888752709,70,0.001,98.99
2008,223,1888752709,70,0.005,98.89
2009,223,1888752709,70,0.01,98.72
2010,224,1891115151,10,0.001,99.28
2011,224,1891115151,10,0.005,99.00999999999999
2012,224,1891115151,10,0.01,99.09
2013,224,1891115151,40,0.001,99.24
2014,224,1891115151,40,0.005,99.29
2015,224,1891115151,40,0.01,99.26
2016,224,1891115151,70,0.001,99.03
2017,224,1891115151,70,0.005,99.11
2018,224,1891115151,70,0.01,98.88
2019,225,1935318606,10,0.001,99.29
2020,225,1935318606,10,0.005,99.02
2021,225,1935318606,10,0.01,99.22999999999999
2022,225,1935318606,40,0.001,99.37
2023,225,1935318606,40,0.005,99.22999999999999
2024,225,1935318606,40,0.01,99.36
2025,225,1935318606,70,0.001,99.06
2026,225,1935318606,70,0.005,99.02
2027,225,1935318606,70,0.01,98.71
2028,226,1937545302,10,0.001,99.42
2029,226,1937545302,10,0.005,99.17
2030,226,1937545302,10,0.01,99.2
2031,226,1937545302,40,0.001,99.48
2032,226,1937545302,40,0.005,99.36
2033,226,1937545302,40,0.01,99.39
2034,226,1937545302,70,0.001,99.02
2035,226,1937545302,70,0.005,98.91
2036,226,1937545302,70,0.01,99.00999999999999
2037,227,1950659359,10,0.001,99.33
2038,227,1950659359,10,0.005,99.32
2039,227,1950659359,10,0.01,99.3
2040,227,1950659359,40,0.001,99.29
2041,227,1950659359,40,0.005,99.29
2042,227,1950659359,40,0.01,99.33
2043,227,1950659359,70,0.001,99.02
2044,227,1950659359,70,0.005,98.94
2045,227,1950659359,70,0.01,98.8
2046,228,1957723695,10,0.001,99.32
2047,228,1957723695,10,0.005,99.14
2048,228,1957723695,10,0.01,99.07000000000001
2049,228,1957723695,40,0.001,99.35000000000001
2050,228,1957723695,40,0.005,99.42
2051,228,1957723695,40,0.01,99.25
2052,228,1957723695,70,0.001,99.00999999999999
2053,228,1957723695,70,0.005,99.21
2054,228,1957723695,70,0.01,98.86
2055,229,1979613351,10,0.001,99.28
2056,229,1979613351,10,0.005,99.22999999999999
2057,229,1979613351,10,0.01,99.28
2058,229,1979613351,40,0.001,99.48
2059,229,1979613351,40,0.005,99.31
2060,229,1979613351,40,0.01,99.32
2061,229,1979613351,70,0.001,99.17
2062,229,1979613351,70,0.005,98.92999999999999
2063,229,1979613351,70,0.01,98.42
2064,230,2127234741,10,0.001,99.44
2065,230,2127234741,10,0.005,99.33
2066,230,2127234741,10,0.01,99.1
2067,230,2127234741,40,0.001,99.33
2068,230,2127234741,40,0.005,99.26
2069,230,2127234741,40,0.01,99.36
2070,230,2127234741,70,0.001,99.21
2071,230,2127234741,70,0.005,98.91
2072,230,2127234741,70,0.01,98.99
2073,231,2197686688,10,0.001,99.25
2074,231,2197686688,10,0.005,99.25
2075,231,2197686688,10,0.01,99.29
2076,231,2197686688,40,0.001,99.51
2077,231,2197686688,40,0.005,99.33
2078,231,2197686688,40,0.01,99.27
2079,231,2197686688,70,0.001,98.98
2080,231,2197686688,70,0.005,98.8
2081,231,2197686688,70,0.01,98.97
2082,232,2204285574,10,0.001,99.19
2083,232,2204285574,10,0.005,98.98
2084,232,2204285574,10,0.01,99.1
2085,232,2204285574,40,0.001,99.39
2086,232,2204285574,40,0.005,99.19
2087,232,2204285574,40,0.01,99.31
2088,232,2204285574,70,0.001,98.99
2089,232,2204285574,70,0.005,98.98
2090,232,2204285574,70,0.01,99.18
2091,233,231124293,10,0.001,99.29
2092,233,231124293,10,0.005,99.07000000000001
2093,233,231124293,10,0.01,99.18
2094,233,231124293,40,0.001,99.37
2095,233,231124293,40,0.005,99.35000000000001
2096,233,231124293,40,0.01,99.39
2097,233,231124293,70,0.001,98.88
2098,233,231124293,70,0.005,99.08
2099,233,231124293,70,0.01,98.68
2100,234,2332340375,10,0.001,99.33
2101,234,2332340375,10,0.005,99.21
2102,234,2332340375,10,0.01,99.08
2103,234,2332340375,40,0.001,99.45
2104,234,2332340375,40,0.005,99.27
2105,234,2332340375,40,0.01,99.53
2106,234,2332340375,70,0.001,99.18
2107,234,2332340375,70,0.005,98.69
2108,234,2332340375,70,0.01,98.61999999999999
2109,235,2445777995,10,0.001,99.22999999999999
2110,235,2445777995,10,0.005,99.13
2111,235,2445777995,10,0.01,99.28
2112,235,2445777995,40,0.001,99.44
2113,235,2445777995,40,0.005,99.33
2114,235,2445777995,40,0.01,99.09
2115,235,2445777995,70,0.001,98.52
2116,235,2445777995,70,0.005,98.86
2117,235,2445777995,70,0.01,99.29
2118,236,2450742748,10,0.001,99.33
2119,236,2450742748,10,0.005,99.31
2120,236,2450742748,10,0.01,99.32
2121,236,2450742748,40,0.001,99.45
2122,236,2450742748,40,0.005,99.27
2123,236,2450742748,40,0.01,99.32
2124,236,2450742748,70,0.001,98.55000000000001
2125,236,2450742748,70,0.005,98.8
2126,236,2450742748,70,0.01,98.97
2127,237,2470990711,10,0.001,99.35000000000001
2128,237,2470990711,10,0.005,99.09
2129,237,2470990711,10,0.01,99.22
2130,237,2470990711,40,0.001,99.27
2131,237,2470990711,40,0.005,99.31
2132,237,2470990711,40,0.01,99.16
2133,237,2470990711,70,0.001,98.99
2134,237,2470990711,70,0.005,99.0
2135,237,2470990711,70,0.01,98.54
2136,238,2481546066,10,0.001,99.32
