index,seed,batch_size,learning_rate,mse_x100
386,2140462521,16,0.0001,2.319624
531,2784932243,16,0.0001,1.82171
724,3937175976,16,0.0001,1.754539
203,1178591831,16,0.0001,1.519061
375,2106044942,16,0.0001,1.942245
727,3947592915,16,0.0001,1.704405
253,1481529021,16,0.0001,1.404267
732,3982408282,16,0.0001,1.614451
408,2220098813,16,0.0001,1.680011
588,3117403381,16,0.0001,3.645976
481,2538759175,16,0.0001,1.628487
542,2888004167,16,0.0001,1.907469
718,3916905196,16,0.0001,1.624049
453,2410708579,16,0.0001,1.911931
406,2217633142,16,0.0001,1.295748
437,2334614032,16,0.0001,1.620799
179,1018916965,16,0.0001,1.183007
739,4002549665,16,0.0001,1.892927
29,166003636,16,0.0001,1.67673
775,4140069382,16,0.0001,1.828283
27,159368359,16,0.0001,1.595985
65,436264222,16,0.0001,1.672044
249,1453395613,16,0.0001,1.177966
584,3100490675,16,0.0001,1.079404
500,2643364798,16,0.0001,1.712284
17,107246313,16,0.0001,2.161891
429,2309025518,16,0.0001,1.71877
42,269992899,16,0.0001,1.705244
713,3898863325,16,0.0001,2.1907
793,4250191551,16,0.0001,1.246769
454,2413965186,16,0.0001,1.504375
189,1102366978,16,0.0001,1.778852
204,1180165428,16,0.0001,1.275496
620,3276947202,16,0.0001,1.748251
81,487164613,16,0.0001,1.251228
222,1281053093,16,0.0001,1.537872
411,2236230105,16,0.0001,1.931426
327,1854328951,16,0.0001,1.84424
185,1081785006,16,0.0001,2.302545
370,2085402742,16,0.0001,1.445535
646,3459692484,16,0.0001,1.212595
461,2449843404,16,0.0001,1.861499
57,387251681,16,0.0001,2.301501
719,3918590227,16,0.0001,2.19026
49,322970820,16,0.0001,2.094002
296,1688685383,16,0.0001,1.135894
139,755005459,16,0.0001,1.650351
782,4182180763,16,0.0001,1.452085
513,2683705773,16,0.0001,2.826703
676,3668988830,16,0.0001,1.335202
226,1306658282,16,0.0001,1.547853
731,3980326754,16,0.0001,1.651278
791,4235440863,16,0.0001,1.208209
64,432844083,16,0.0001,1.7244
568,3029774721,16,0.0001,1.651185
651,3493553134,16,0.0001,2.237871
668,3596653133,16,0.0001,1.468138
106,617166321,16,0.0001,2.181591
43,270656786,16,0.0001,1.60586
395,2158855564,16,0.0001,1.248923
440,2360502694,16,0.0001,2.375604
522,2715378609,16,0.0001,1.861757
564,3008411910,16,0.0001,1.554233
768,4110967985,16,0.0001,1.753934
172,976112731,16,0.0001,1.969517
111,647698690,16,0.0001,1.159635
728,3951062027,16,0.0001,1.755438
797,4284553206,16,0.0001,1.561905
420,2264540520,16,0.0001,1.679912
530,2780540957,16,0.0001,1.46142
67,442520612,16,0.0001,1.688388
491,2588718722,16,0.0001,2.053736
591,3124267070,16,0.0001,2.109356
360,2023190408,16,0.0001,1.97401
403,2199766449,16,0.0001,1.384407
632,3337992903,16,0.0001,1.933345
272,1574408004,16,0.0001,1.977899
265,1554938878,16,0.0001,1.437639
146,811164311,16,0.0001,1.52242
748,4012994154,16,0.0001,1.328826
244,1412693097,16,0.0001,2.726962
432,2322983363,16,0.0001,2.151411
198,1154111010,16,0.0001,1.751878
528,2767536841,16,0.0001,1.752477
709,3876295064,16,0.0001,1.487438
460,2448918602,16,0.0001,1.975288
547,2932601263,16,0.0001,1.424679
554,2961926555,16,0.0001,2.163666
61,397905515,16,0.0001,1.756987
337,1906945232,16,0.0001,1.10603
5,39902650,16,0.0001,1.656104
86,519585921,16,0.0001,1.878674
712,3887599921,16,0.0001,1.484572
290,1663235101,16,0.0001,2.095856
98,584030681,16,0.0001,1.546367
505,2653050075,16,0.0001,2.0789
266,1555037757,16,0.0001,2.168971
76,472220680,16,0.0001,2.146757
409,2225124889,16,0.0001,1.818726
365,2049139164,16,0.0001,2.119637
39,243371005,16,0.0001,1.701262
754,4041825666,16,0.0001,1.809618
558,2989573618,16,0.0001,1.653332
196,1142932613,16,0.0001,1.234868
155,866784552,16,0.0001,1.421052
418,2262272108,16,0.0001,2.414595
400,2183847411,16,0.0001,1.938234
549,2936119111,16,0.0001,1.516385
293,1680810593,16,0.0001,1.295081
729,3955979602,16,0.0001,2.074267
596,3172834229,16,0.0001,1.72331
277,1589903630,16,0.0001,1.708076
730,3957205804,16,0.0001,2.466713
344,1930364899,16,0.0001,3.072996
575,3065720681,16,0.0001,1.263693
479,2521842202,16,0.0001,2.890084
448,2395239155,16,0.0001,1.352593
62,401675328,16,0.0001,1.62152
422,2267510377,16,0.0001,2.157523
723,3933669813,16,0.0001,1.517878
538,2847835411,16,0.0001,1.855927
45,273504528,16,0.0001,1.560759
194,1137866229,16,0.0001,1.70024
28,161633165,16,0.0001,1.882852
169,975009524,16,0.0001,1.523527
92,558458086,16,0.0001,1.342114
387,2141301284,16,0.0001,2.054799
704,3854720369,16,0.0001,1.986526
192,1122377977,16,0.0001,1.79697
301,1717030948,16,0.0001,1.846706
324,1835568329,16,0.0001,3.340985
256,1505764142,16,0.0001,2.396739
117,676077568,16,0.0001,1.724992
757,4066938914,16,0.0001,1.39413
707,3868251227,16,0.0001,1.336713
