index,seed,batch_size,learning_rate,mse_x100
796,4273763043,16,0.01,15.321423
154,864008938,16,0.01,21.869583
150,845804599,16,0.01,14.605866
577,3072429963,16,0.01,26.486373
430,2311437751,16,0.01,15.926974
295,1685722815,16,0.01,21.178085
798,4291513028,16,0.01,19.973646
551,2944154307,16,0.01,17.982852
72,452686242,16,0.01,16.3992
250,1458998622,16,0.01,15.621392
13,81840201,16,0.01,17.343646
681,3682284103,16,0.01,18.091422
653,3501718533,16,0.01,15.829287
228,1327433256,16,0.01,15.535867
193,1122984156,16,0.01,15.052465
636,3391064686,16,0.01,16.329201
177,1004678768,16,0.01,22.434026
503,2647815294,16,0.01,17.441402
673,3637313944,16,0.01,17.270561
604,3198439550,16,0.01,17.555736
449,2395779971,16,0.01,15.797809
258,1519477814,16,0.01,15.50578
343,1923391920,16,0.01,15.722308
284,1645407601,16,0.01,15.770312
700,3835206212,16,0.01,17.504488
152,855424845,16,0.01,14.568081
312,1783621750,16,0.01,14.462535
186,1083342261,16,0.01,16.178089
121,694347933,16,0.01,17.476973
733,3986180399,16,0.01,20.544721
74,467725909,16,0.01,18.333994
750,4020386450,16,0.01,17.978248
283,1643975504,16,0.01,23.120312
795,4258389270,16,0.01,20.477161
688,3723487701,16,0.01,17.601442
282,1642417931,16,0.01,18.435867
788,4226823683,16,0.01,16.139197
88,544000584,16,0.01,19.241421
533,2802523470,16,0.01,18.143645
97,582450454,16,0.01,18.162535
71,450306503,16,0.01,15.729137
299,1707304310,16,0.01,16.254131
332,1870588672,16,0.01,15.701424
531,2784932243,16,0.01,20.820312
724,3937175976,16,0.01,18.417019
612,3234827243,16,0.01,23.576981
537,2846745786,16,0.01,17.730209
386,2140462521,16,0.01,18.313417
408,2220098813,16,0.01,20.239171
456,2438164466,16,0.01,18.344726
203,1178591831,16,0.01,17.593807
375,2106044942,16,0.01,14.68142
484,2546814766,16,0.01,17.553261
2,15181484,16,0.01,23.395973
521,2711234365,16,0.01,24.832532
727,3947592915,16,0.01,19.789317
307,1744571866,16,0.01,22.461402
658,3531603583,16,0.01,14.520311
732,3982408282,16,0.01,16.294757
253,1481529021,16,0.01,16.850314
578,3073507751,16,0.01,16.735867
451,2400784315,16,0.01,17.016979
481,2538759175,16,0.01,15.885867
450,2400227150,16,0.01,20.181423
588,3117403381,16,0.01,15.574892
542,2888004167,16,0.01,19.303647
151,849085970,16,0.01,14.422566
515,2690518011,16,0.01,20.269212
271,1571715391,16,0.01,15.706265
655,3513763120,16,0.01,17.027061
583,3093582843,16,0.01,19.648522
718,3916905196,16,0.01,14.943646
665,3577938010,16,0.01,17.115867
452,2409889442,16,0.01,18.49584
787,4218900356,16,0.01,28.457344
319,1822612080,16,0.01,18.708742
241,1401062374,16,0.01,17.090827
453,2410708579,16,0.01,17.823645
382,2124925937,16,0.01,17.512535
691,3741510301,16,0.01,22.293824
606,3212408679,16,0.01,21.178091
406,2217633142,16,0.01,18.614756
285,1647507875,16,0.01,19.834535
437,2334614032,16,0.01,27.075851
350,1971064116,16,0.01,20.611396
249,1453395613,16,0.01,15.373644
179,1018916965,16,0.01,17.265867
686,3718836128,16,0.01,17.014755
659,3538105639,16,0.01,14.87809
775,4140069382,16,0.01,14.297847
739,4002549665,16,0.01,15.631422
419,2262708055,16,0.01,20.505606
29,166003636,16,0.01,14.271501
647,3487994093,16,0.01,26.116976
27,159368359,16,0.01,21.075848
584,3100490675,16,0.01,21.982534
776,4144912136,16,0.01,15.566045
135,743712961,16,0.01,21.538091
90,554441630,16,0.01,17.555869
65,436264222,16,0.01,18.293646
759,4075960328,16,0.01,14.331113
500,2643364798,16,0.01,16.210312
756,4048507978,16,0.01,20.788088
137,751394618,16,0.01,23.28698
56,382671389,16,0.01,26.386979
101,586174267,16,0.01,15.966979
280,1621891552,16,0.01,21.638817
525,2752992798,16,0.01,25.151417
339,1910179590,16,0.01,18.092304
745,4009966614,16,0.01,14.853516
755,4046561081,16,0.01,15.001348
217,1264123378,16,0.01,17.310311
223,1283105626,16,0.01,17.3692
429,2309025518,16,0.01,15.919656
510,2662607185,16,0.01,20.324729
17,107246313,16,0.01,15.195869
81,487164613,16,0.01,13.936417
609,3221356302,16,0.01,20.293644
238,1378550958,16,0.01,26.054755
42,269992899,16,0.01,20.163931
454,2413965186,16,0.01,21.657951
661,3561457000,16,0.01,21.605495
713,3898863325,16,0.01,18.69809
85,513464137,16,0.01,20.100312
746,4012333331,16,0.01,17.999767
294,1682449816,16,0.01,18.311018
793,4250191551,16,0.01,18.736978
204,1180165428,16,0.01,17.785867
512,2666889022,16,0.01,20.7792
677,3673015092,16,0.01,19.484612
168,972809141,16,0.01,20.303647
438,2350090130,16,0.01,19.661301
620,3276947202,16,0.01,16.323614
189,1102366978,16,0.01,17.625867
222,1281053093,16,0.01,15.952533
91,554855744,16,0.01,16.643633
305,1740657698,16,0.01,18.562534
374,2099056470,16,0.01,19.326362
411,2236230105,16,0.01,18.816976
662,3567186481,16,0.01,14.005865
54,356820335,16,0.01,19.138359
286,1648915741,16,0.01,24.702536
370,2085402742,16,0.01,16.265756
138,753258402,16,0.01,17.859203
107,625934881,16,0.01,16.785719
527,2762026155,16,0.01,30.622536
93,558857333,16,0.01,20.421097
185,1081785006,16,0.01,18.536977
341,1914322909,16,0.01,16.504757
359,2023023855,16,0.01,21.143736
433,2324132397,16,0.01,19.233645
327,1854328951,16,0.01,15.438089
415,2248853483,16,0.01,16.452529
646,3459692484,16,0.01,17.516947
404,2206623722,16,0.01,13.287628
716,3904340210,16,0.01,17.461704
200,1162160888,16,0.01,20.244756
384,2129571036,16,0.01,23.505867
139,755005459,16,0.01,26.147777
114,671370736,16,0.01,17.629404
182,1058247394,16,0.01,16.509199
296,1688685383,16,0.01,14.380974
269,1566897210,16,0.01,18.272708
278,1610757762,16,0.01,17.442594
789,4227551937,16,0.01,21.735479
281,1633689763,16,0.01,19.2692
461,2449843404,16,0.01,16.024733
592,3137472214,16,0.01,16.744642
57,387251681,16,0.01,22.360061
49,322970820,16,0.01,15.900312
19,111036138,16,0.01,16.74429
719,3918590227,16,0.01,19.673607
782,4182180763,16,0.01,13.618085
676,3668988830,16,0.01,16.101424
492,2595817034,16,0.01,15.325867
414,2247048610,16,0.01,16.352534
230,1338504106,16,0.01,15.356483
513,2683705773,16,0.01,18.225867
383,2127800988,16,0.01,16.180736
731,3980326754,16,0.01,23.28698
226,1306658282,16,0.01,18.479423
59,394648074,16,0.01,20.9892
562,3003078969,16,0.01,16.756389
791,4235440863,16,0.01,19.194758
473,2496665773,16,0.01,17.122534
590,3122884426,16,0.01,17.28809
255,1504865558,16,0.01,20.79232
64,432844083,16,0.01,15.928091
395,2158855564,16,0.01,14.472926
568,3029774721,16,0.01,23.52142
721,3921314390,16,0.01,21.734716
651,3493553134,16,0.01,22.588913
668,3596653133,16,0.01,20.091604
257,1506939261,16,0.01,13.518089
393,2150553651,16,0.01,16.661423
485,2554939550,16,0.01,18.560313
692,3760755573,16,0.01,15.344758
105,611740421,16,0.01,16.085866
140,758205763,16,0.01,15.858327
131,724971537,16,0.01,16.241418
199,1161561840,16,0.01,18.121357
158,902042846,16,0.01,18.355851
3,21174011,16,0.01,15.888089
519,2701434094,16,0.01,14.443645
106,617166321,16,0.01,14.523646
43,270656786,16,0.01,17.0904
30,169732016,16,0.01,15.649201
440,2360502694,16,0.01,14.503995
564,3008411910,16,0.01,18.306978
70,445137485,16,0.01,15.690732
446,2389495087,16,0.01,19.055867
111,647698690,16,0.01,18.500312
239,1398484920,16,0.01,23.640198
466,2470762242,16,0.01,18.384619
710,3877630807,16,0.01,18.323399
172,976112731,16,0.01,19.875869
44,272352353,16,0.01,35.543242
768,4110967985,16,0.01,15.880312
522,2715378609,16,0.01,18.188319
325,1850540657,16,0.01,20.716977
797,4284553206,16,0.01,21.489607
728,3951062027,16,0.01,13.683647
480,2522820003,16,0.01,16.956976
260,1521987554,16,0.01,20.094469
420,2264540520,16,0.01,15.552534
243,1408839075,16,0.01,18.438219
417,2254686220,16,0.01,18.542534
530,2780540957,16,0.01,17.370394
67,442520612,16,0.01,19.179372
483,2541896510,16,0.01,19.01809
491,2588718722,16,0.01,18.755279
602,3191878208,16,0.01,17.363644
591,3124267070,16,0.01,14.150311
560,2993669067,16,0.01,16.283646
360,2023190408,16,0.01,19.887197
165,940384068,16,0.01,13.615219
632,3337992903,16,0.01,16.721423
254,1482483631,16,0.01,17.388459
403,2199766449,16,0.01,16.813618
272,1574408004,16,0.01,17.668091
265,1554938878,16,0.01,15.311424
389,2143545896,16,0.01,15.710312
146,811164311,16,0.01,16.005868
261,1531464075,16,0.01,16.609146
348,1965403372,16,0.01,18.616977
680,3682145537,16,0.01,14.64698
528,2767536841,16,0.01,15.771423
244,1412693097,16,0.01,21.770673
509,2661570197,16,0.01,19.681424
748,4012994154,16,0.01,15.044016
678,3673102392,16,0.01,17.464755
432,2322983363,16,0.01,17.002927
377,2109090333,16,0.01,16.983646
94,562268768,16,0.01,18.7492
198,1154111010,16,0.01,17.671423
424,2282138552,16,0.01,19.640228
37,216786113,16,0.01,19.506912
425,2285642393,16,0.01,17.032452
337,1906945232,16,0.01,17.103639
181,1052560785,16,0.01,21.978368
594,3143512465,16,0.01,21.833643
709,3876295064,16,0.01,20.099866
460,2448918602,16,0.01,15.708113
547,2932601263,16,0.01,14.557965
335,1882035438,16,0.01,15.561286
353,1986934876,16,0.01,21.728088
300,1713094143,16,0.01,15.849198
554,2961926555,16,0.01,21.476184
535,2824880552,16,0.01,17.963995
774,4135776717,16,0.01,24.606977
108,639556787,16,0.01,19.802393
98,584030681,16,0.01,16.67475
771,4124951723,16,0.01,21.990313
61,397905515,16,0.01,19.013382
297,1696717655,16,0.01,15.050668
712,3887599921,16,0.01,16.45698
329,1863500636,16,0.01,15.902534
5,39902650,16,0.01,12.593646
464,2466057392,16,0.01,20.350307
505,2653050075,16,0.01,16.401424
743,4008632452,16,0.01,19.5466
290,1663235101,16,0.01,16.837817
689,3723888822,16,0.01,38.993683
86,519585921,16,0.01,21.158764
266,1555037757,16,0.01,15.277572
330,1866164957,16,0.01,28.188089
39,243371005,16,0.01,16.562535
409,2225124889,16,0.01,16.744442
714,3902311213,16,0.01,18.819946
25,148120861,16,0.01,20.141231
427,2289301305,16,0.01,19.12674
76,472220680,16,0.01,18.7892
526,2753642846,16,0.01,18.485504
365,2049139164,16,0.01,25.597665
574,3060991435,16,0.01,19.742258
754,4041825666,16,0.01,19.22809
558,2989573618,16,0.01,16.338028
157,896525782,16,0.01,15.118568
477,2507900402,16,0.01,17.951423
303,1724073766,16,0.01,16.7592
385,2135266170,16,0.01,16.844757
313,1791796778,16,0.01,15.50823
262,1541173015,16,0.01,18.011422
196,1142932613,16,0.01,17.26473
155,866784552,16,0.01,17.792648
663,3573854486,16,0.01,14.626978
400,2183847411,16,0.01,17.190313
418,2262272108,16,0.01,14.070654
549,2936119111,16,0.01,19.789578
293,1680810593,16,0.01,16.939202
643,3434441203,16,0.01,18.272534
600,3185467481,16,0.01,19.089149
729,3955979602,16,0.01,18.224084
596,3172834229,16,0.01,25.439203
166,941311679,16,0.01,20.533791
475,2497828035,16,0.01,15.263647
749,4013194867,16,0.01,17.215866
730,3957205804,16,0.01,14.645867
116,673966379,16,0.01,20.851424
448,2395239155,16,0.01,15.186937
6,52656976,16,0.01,13.211423
34,211363302,16,0.01,18.543644
41,265269413,16,0.01,16.049202
277,1589903630,16,0.01,16.581424
10,71224468,16,0.01,21.00639
690,3735593747,16,0.01,15.384467
344,1930364899,16,0.01,18.002284
575,3065720681,16,0.01,15.352534
623,3286057775,16,0.01,21.133366
723,3933669813,16,0.01,20.697764
762,4092324967,16,0.01,23.822536
486,2557940651,16,0.01,16.266978
660,3548145907,16,0.01,19.327013
742,4007076560,16,0.01,20.727728
298,1699009411,16,0.01,27.028093
248,1453106942,16,0.01,17.743646
245,1424872628,16,0.01,14.846286
479,2521842202,16,0.01,16.642533
422,2267510377,16,0.01,17.764756
62,401675328,16,0.01,17.016621
45,273504528,16,0.01,20.785837
538,2847835411,16,0.01,18.197478
194,1137866229,16,0.01,16.073644
704,3854720369,16,0.01,35.283908
641,3409443031,16,0.01,14.62698
476,2506811872,16,0.01,14.169897
356,1996252896,16,0.01,15.469199
28,161633165,16,0.01,19.385129
734,3990164418,16,0.01,19.329201
197,1154008649,16,0.01,23.438086
169,975009524,16,0.01,17.291424
92,558458086,16,0.01,16.643642
103,604155025,16,0.01,18.93031
783,4182502943,16,0.01,16.511779
397,2172497549,16,0.01,15.815869
4,28733316,16,0.01,20.366979
752,4033508543,16,0.01,17.694755
63,413165419,16,0.01,14.580312
237,1377423930,16,0.01,21.770301
60,396655087,16,0.01,24.440257
387,2141301284,16,0.01,15.264638
133,730718496,16,0.01,17.069535
192,1122377977,16,0.01,16.585852
784,4185953520,16,0.01,18.969029
614,3242341532,16,0.01,19.020987
324,1835568329,16,0.01,14.936574
215,1251431559,16,0.01,21.81142
256,1505764142,16,0.01,18.824703
117,676077568,16,0.01,20.850311
119,676253911,16,0.01,19.9292
301,1717030948,16,0.01,14.250866
701,3845349337,16,0.01,17.127125
342,1922497550,16,0.01,16.822316
757,4066938914,16,0.01,15.539201
220,1272288745,16,0.01,22.06707
705,3861634509,16,0.01,18.723579
595,3150390826,16,0.01,14.295797
32,184959732,16,0.01,17.174755
707,3868251227,16,0.01,23.645866
675,3666569384,16,0.01,18.431421
666,3579813917,16,0.01,14.972533
87,541196390,16,0.01,14.857684
672,3637080602,16,0.01,19.998324
73,458481199,16,0.01,15.054756
576,3071709870,16,0.01,14.956573
340,1912821113,16,0.01,15.030311
26,151839516,16,0.01,17.884693
778,4160976551,16,0.01,31.588167
125,706631431,16,0.01,16.82698
190,1120274922,16,0.01,21.03031
644,3448916239,16,0.01,22.355518
390,2145095870,16,0.01,17.197399
288,1652759665,16,0.01,17.377169
638,3400455780,16,0.01,19.40809
589,3118935322,16,0.01,27.583563
794,4253578573,16,0.01,16.673645
598,3175230534,16,0.01,16.698089
184,1069307391,16,0.01,13.921422
741,4006811095,16,0.01,15.875882
251,1469407407,16,0.01,14.902535
33,198446591,16,0.01,16.101362
652,3493870620,16,0.01,15.114512
679,3679196966,16,0.01,17.421423
508,2659716458,16,0.01,14.17819
501,2644009808,16,0.01,20.63134
331,1868188737,16,0.01,15.732938
635,3386362128,16,0.01,19.460312
507,2658514171,16,0.01,16.246566
443,2371197261,16,0.01,15.024757
233,1355626407,16,0.01,21.120311
100,585489886,16,0.01,16.279201
566,3018634836,16,0.01,16.266602
174,991190390,16,0.01,15.463427
314,1796087701,16,0.01,13.252532
405,2211282408,16,0.01,15.671322
23,147424866,16,0.01,16.268089
489,2585143696,16,0.01,16.229831
80,487066478,16,0.01,20.365867
147,832261572,16,0.01,16.652536
89,554043425,16,0.01,17.990528
315,1797484985,16,0.01,19.39697
436,2332185607,16,0.01,13.884211
323,1834936228,16,0.01,14.528088
75,469337765,16,0.01,14.934026
372,2092816440,16,0.01,17.376979
605,3210919292,16,0.01,18.940313
493,2597160931,16,0.01,17.874756
693,3763401080,16,0.01,15.712324
556,2982351522,16,0.01,14.56428
444,2373182733,16,0.01,18.078086
362,2036095558,16,0.01,19.640595
428,2289677784,16,0.01,18.079644
141,759366544,16,0.01,19.525163
358,2001446305,16,0.01,17.087197
628,3317131472,16,0.01,17.415866
210,1224758575,16,0.01,15.233706
579,3074781400,16,0.01,15.564355
162,918982215,16,0.01,16.017915
246,1428457261,16,0.01,16.833769
363,2042412822,16,0.01,18.488066
495,2621082007,16,0.01,15.191455
1,2585565,16,0.01,30.212533
740,4005091998,16,0.01,14.773281
109,641498662,16,0.01,19.092534
368,2083231923,16,0.01,19.136527
115,672812068,16,0.01,17.686978
14,96603249,16,0.01,27.825868
555,2976126774,16,0.01,16.692534
306,1741312855,16,0.01,23.933382
180,1021872130,16,0.01,16.271418
608,3221008606,16,0.01,17.127836
24,148053890,16,0.01,16.112162
221,1279531638,16,0.01,15.936978
129,717391268,16,0.01,16.295935
645,3450842335,16,0.01,26.011422
392,2149319987,16,0.01,15.636247
586,3111251398,16,0.01,20.461422
401,2187548497,16,0.01,19.079199
379,2115972809,16,0.01,18.122536
143,781251858,16,0.01,16.653644
47,292318348,16,0.01,19.003646
227,1327424429,16,0.01,19.375868
626,3294715979,16,0.01,20.093551
391,2145378635,16,0.01,19.936977
410,2234307340,16,0.01,16.116978
497,2621588390,16,0.01,17.738089
781,4172528930,16,0.01,22.335866
364,2043604092,16,0.01,18.849169
565,3009626575,16,0.01,15.884757
354,1987728663,16,0.01,16.271277
84,507496632,16,0.01,18.94698
462,2452641052,16,0.01,21.410166
110,644326255,16,0.01,19.684756
267,1560023934,16,0.01,18.488985
145,783459538,16,0.01,17.795853
209,1215284886,16,0.01,18.381299
51,345973407,16,0.01,14.788088
242,1402379614,16,0.01,26.338089
309,1749500094,16,0.01,16.168618
120,689014779,16,0.01,13.023646
457,2440992039,16,0.01,17.28249
777,4156489662,16,0.01,17.761233
118,676106764,16,0.01,15.77031
753,4034223012,16,0.01,20.391977
211,1225371478,16,0.01,19.486432
304,1736468365,16,0.01,22.552533
779,4162789371,16,0.01,18.135421
502,2644119078,16,0.01,14.058091
124,701262332,16,0.01,17.429493
366,2069021975,16,0.01,20.180312
178,1017813104,16,0.01,16.054755
183,1058977134,16,0.01,18.339559
38,222115573,16,0.01,13.658613
126,709488003,16,0.01,21.715866
112,652792014,16,0.01,16.648088
66,441903163,16,0.01,16.499202
569,3047914943,16,0.01,19.810313
582,3091059649,16,0.01,17.60698
77,474476532,16,0.01,19.052535
346,1951396201,16,0.01,18.875869
763,4095056614,16,0.01,14.8592
381,2120555403,16,0.01,18.009201
761,4090710499,16,0.01,17.601423
529,2776983176,16,0.01,16.871423
333,1877002009,16,0.01,15.548089
349,1965553203,16,0.01,20.641392
544,2900637944,16,0.01,16.972534
773,4129489144,16,0.01,19.108205
345,1938270691,16,0.01,16.248091
302,1718152509,16,0.01,17.644627
715,3902556337,16,0.01,16.480792
22,135371509,16,0.01,18.0592
621,3279533887,16,0.01,15.018089
634,3372558949,16,0.01,17.651416
144,781344883,16,0.01,16.276859
631,3333650982,16,0.01,20.432536
478,2515101458,16,0.01,16.699691
219,1269739939,16,0.01,20.351423
459,2445891866,16,0.01,18.062916
546,2928187655,16,0.01,17.554756
36,216124376,16,0.01,17.314756
465,2466213103,16,0.01,32.807732
275,1577417485,16,0.01,25.749171
55,369277049,16,0.01,17.168157
0,1636281,16,0.01,15.740159
625,3294508113,32,0.0001,6.288994
270,1567316106,32,0.0001,6.010681
412,2241739480,32,0.0001,7.527209
506,2656397739,32,0.0001,4.374278
669,3611889259,32,0.0001,5.421562
516,2690709307,32,0.0001,5.764497
164,932410737,32,0.0001,6.583431
21,132138180,32,0.0001,5.413514
113,653467171,32,0.0001,6.285763
766,4105568600,32,0.0001,6.177799
214,1251138396,32,0.0001,3.92842
708,3868261004,32,0.0001,6.585861
218,1268563555,32,0.0001,4.232273
317,1810198714,32,0.0001,4.956744
601,3190569566,32,0.0001,5.539743
553,2956320264,32,0.0001,6.065599
18,109829537,32,0.0001,4.078453
367,2072026239,32,0.0001,4.779081
78,479815976,32,0.0001,3.356089
388,2142096960,32,0.0001,5.817622
206,1193539236,32,0.0001,5.89869
289,1662047706,32,0.0001,5.890884
540,2861747614,32,0.0001,7.78705
541,2862748497,32,0.0001,3.215292
717,3907182663,32,0.0001,5.11888
552,2953303914,32,0.0001,4.469503
264,1554171906,32,0.0001,5.855884
434,2326594845,32,0.0001,3.140105
68,444574582,32,0.0001,5.533272
639,3406430428,32,0.0001,5.905374
684,3715025430,32,0.0001,5.800034
128,715389675,32,0.0001,2.613112
725,3937593489,32,0.0001,5.606664
187,1087633206,32,0.0001,5.574395
617,3254095427,32,0.0001,4.246643
697,3814889138,32,0.0001,4.272221
799,4293992114,32,0.0001,2.849991
16,99532446,32,0.0001,7.478322
670,3626774581,32,0.0001,4.720813
699,3826863152,32,0.0001,4.185642
134,736222544,32,0.0001,4.386714
613,3241846684,32,0.0001,3.919487
561,3002124248,32,0.0001,5.776307
570,3051814239,32,0.0001,5.325802
421,2265877824,32,0.0001,4.95703
616,3251664631,32,0.0001,7.50825
581,3077519216,32,0.0001,6.033149
442,2364649842,32,0.0001,7.120916
369,2083604620,32,0.0001,4.304111
557,2986934412,32,0.0001,5.975645
585,3104109061,32,0.0001,4.483453
416,2250412969,32,0.0001,3.859647
102,594246501,32,0.0001,4.232736
7,56765849,32,0.0001,5.150398
633,3366535515,32,0.0001,3.357659
597,3174739715,32,0.0001,5.778044
376,2108367997,32,0.0001,4.226802
201,1163499228,32,0.0001,3.736044
463,2463941285,32,0.0001,5.218154
642,3414909485,32,0.0001,5.703072
48,313382871,32,0.0001,4.596782
205,1185413329,32,0.0001,6.451409
9,68549904,32,0.0001,7.746225
50,342303009,32,0.0001,5.364062
224,1288653364,32,0.0001,3.583288
163,928292012,32,0.0001,6.107857
160,915591857,32,0.0001,3.373962
447,2390678237,32,0.0001,5.521853
171,975858868,32,0.0001,5.894802
488,2569099080,32,0.0001,3.966432
308,1748619445,32,0.0001,5.248519
767,4108527187,32,0.0001,6.15745
11,74293199,32,0.0001,4.356543
40,262694947,32,0.0001,4.118092
682,3693249371,32,0.0001,4.449854
175,998479700,32,0.0001,3.980553
46,284928499,32,0.0001,5.529791
711,3879599126,32,0.0001,7.227158
543,2893127821,32,0.0001,4.549653
656,3513855289,32,0.0001,4.919491
142,765745768,32,0.0001,5.393796
695,3782736483,32,0.0001,4.181437
671,3627479877,32,0.0001,2.44081
320,1826937305,32,0.0001,4.666422
514,2687944210,32,0.0001,4.761261
490,2586456437,32,0.0001,3.575909
361,2028315151,32,0.0001,4.582746
352,1984510539,32,0.0001,4.220846
292,1678548266,32,0.0001,6.267966
99,584334175,32,0.0001,4.297818
287,1649231404,32,0.0001,6.682992
703,3851071214,32,0.0001,2.970657
291,1674184798,32,0.0001,2.691946
738,4001806226,32,0.0001,8.809343
338,1910092192,32,0.0001,3.593324
216,1262924356,32,0.0001,4.922655
664,3574567884,32,0.0001,6.760634
240,1399431050,32,0.0001,5.678216
467,2472048930,32,0.0001,6.721828
235,1357486543,32,0.0001,3.98839
402,2188713250,32,0.0001,5.309444
326,1851520484,32,0.0001,7.608461
328,1861950617,32,0.0001,4.562084
439,2353650934,32,0.0001,5.336721
159,911321210,32,0.0001,3.549792
702,3847276037,32,0.0001,5.193701
276,1584895659,32,0.0001,5.55102
136,745292537,32,0.0001,5.935512
236,1369021779,32,0.0001,7.355621
548,2936084114,32,0.0001,5.712807
69,444967542,32,0.0001,4.815343
52,348011699,32,0.0001,5.943967
615,3246934513,32,0.0001,5.737818
496,2621121542,32,0.0001,9.294754
706,3863076800,32,0.0001,6.032746
472,2491809171,32,0.0001,4.653512
683,3700319749,32,0.0001,6.884979
760,4076480937,32,0.0001,4.568981
474,2497285268,32,0.0001,5.839965
153,861342595,32,0.0001,4.333723
170,975156646,32,0.0001,5.864108
593,3139800219,32,0.0001,6.981449
431,2314519495,32,0.0001,5.796209
188,1095492092,32,0.0001,6.220262
726,3944383927,32,0.0001,6.356928
399,2181939717,32,0.0001,5.283264
610,3225872968,32,0.0001,4.506405
191,1121587185,32,0.0001,4.791216
603,3195701073,32,0.0001,4.75644
649,3492737188,32,0.0001,4.379948
722,3922118773,32,0.0001,6.301982
611,3230041760,32,0.0001,4.064519
786,4210724956,32,0.0001,4.946863
31,183012214,32,0.0001,4.934606
785,4195440107,32,0.0001,4.059703
674,3643118410,32,0.0001,7.826018
79,482127173,32,0.0001,5.312834
735,3996180060,32,0.0001,3.918839
176,999852485,32,0.0001,5.170549
310,1753180552,32,0.0001,5.925314
780,4168287510,32,0.0001,2.924807
247,1438534482,32,0.0001,4.153195
373,2098673600,32,0.0001,5.246945
316,1799224522,32,0.0001,6.046071
96,580856335,32,0.0001,6.614704
455,2437514316,32,0.0001,7.953082
572,3053424193,32,0.0001,3.118058
468,2473271835,32,0.0001,5.659382
482,2541197181,32,0.0001,5.429406
769,4112185530,32,0.0001,5.581078
351,1971484166,32,0.0001,4.535682
629,3321819506,32,0.0001,5.503447
252,1472390359,32,0.0001,8.032022
764,4095548901,32,0.0001,5.362196
654,3504972200,32,0.0001,6.816907
650,3492893491,32,0.0001,4.588551
532,2799390178,32,0.0001,5.393754
685,3718607756,32,0.0001,5.306877
355,1990565386,32,0.0001,6.469244
380,2116698056,32,0.0001,7.085159
156,873528928,32,0.0001,5.695501
751,4029170195,32,0.0001,6.314168
545,2913565300,32,0.0001,4.902431
396,2171375478,32,0.0001,5.186312
790,4230484950,32,0.0001,7.153624
580,3074899657,32,0.0001,4.393412
539,2858412184,32,0.0001,5.982298
20,113951388,32,0.0001,5.865856
622,3280069301,32,0.0001,5.356567
207,1206140304,32,0.0001,6.296039
720,3919981646,32,0.0001,5.492441
694,3773467844,32,0.0001,5.059829
737,3998883404,32,0.0001,5.119104
123,698661837,32,0.0001,5.34517
607,3213404351,32,0.0001,6.689297
747,4012949866,32,0.0001,4.003481
8,63770697,32,0.0001,3.884277
630,3324770988,32,0.0001,5.132267
520,2708084368,32,0.0001,6.026865
378,2110399372,32,0.0001,2.468819
758,4069714311,32,0.0001,6.16973
523,2727080836,32,0.0001,2.771765
559,2992502269,32,0.0001,4.278906
371,2092777968,32,0.0001,8.47687
173,980874954,32,0.0001,7.266981
322,1829731540,32,0.0001,4.936647
273,1575968805,32,0.0001,5.560507
35,213829350,32,0.0001,4.400062
208,1206497624,32,0.0001,6.666333
567,3023607553,32,0.0001,4.587619
445,2382346440,32,0.0001,3.076612
167,951959350,32,0.0001,3.704489
132,725457662,32,0.0001,4.639624
736,3996925899,32,0.0001,3.471534
225,1300399558,32,0.0001,4.240582
213,1250205866,32,0.0001,5.156371
413,2242720123,32,0.0001,5.712083
657,3522842684,32,0.0001,4.579203
149,838642985,32,0.0001,4.959533
458,2443526863,32,0.0001,6.558351
357,2000270744,32,0.0001,3.548205
627,3296276165,32,0.0001,3.501134
470,2480612162,32,0.0001,4.438867
122,697844756,32,0.0001,4.814287
796,4273763043,32,0.0001,5.725669
154,864008938,32,0.0001,4.965965
150,845804599,32,0.0001,6.227672
430,2311437751,32,0.0001,3.443858
295,1685722815,32,0.0001,6.014667
798,4291513028,32,0.0001,6.49244
551,2944154307,32,0.0001,4.071097
72,452686242,32,0.0001,8.613759
13,81840201,32,0.0001,4.103767
250,1458998622,32,0.0001,2.798668
228,1327433256,32,0.0001,6.627483
193,1122984156,32,0.0001,6.233046
177,1004678768,32,0.0001,4.542862
503,2647815294,32,0.0001,4.000513
604,3198439550,32,0.0001,6.995317
449,2395779971,32,0.0001,5.671011
258,1519477814,32,0.0001,6.660362
343,1923391920,32,0.0001,4.99144
700,3835206212,32,0.0001,7.709816
152,855424845,32,0.0001,4.353665
312,1783621750,32,0.0001,6.059517
121,694347933,32,0.0001,6.483041
733,3986180399,32,0.0001,5.198407
74,467725909,32,0.0001,5.390741
283,1643975504,32,0.0001,4.68034
750,4020386450,32,0.0001,4.294782
795,4258389270,32,0.0001,4.320354
282,1642417931,32,0.0001,5.534415
788,4226823683,32,0.0001,4.044331
88,544000584,32,0.0001,4.834046
533,2802523470,32,0.0001,5.21353
71,450306503,32,0.0001,6.906845
299,1707304310,32,0.0001,7.402987
531,2784932243,32,0.0001,3.709053
724,3937175976,32,0.0001,9.185798
612,3234827243,32,0.0001,4.316706
537,2846745786,32,0.0001,5.367931
386,2140462521,32,0.0001,5.311255
203,1178591831,32,0.0001,5.683954
456,2438164466,32,0.0001,4.89929
375,2106044942,32,0.0001,6.564502
484,2546814766,32,0.0001,7.612167
2,15181484,32,0.0001,4.228852
