index,seed,epsilon,learning_rate,mse_x100
760,4076480937,10,0.01,0.908308
474,2497285268,10,0.01,1.025836
170,975156646,10,0.01,0.936364
153,861342595,10,0.01,0.778232
593,3139800219,10,0.01,0.803705
441,2364231425,10,0.01,0.848752
431,2314519495,10,0.01,0.690441
188,1095492092,10,0.01,0.718456
726,3944383927,10,0.01,0.809836
274,1577402820,10,0.01,0.883672
610,3225872968,10,0.01,0.837856
399,2181939717,10,0.01,0.848381
603,3195701073,10,0.01,0.923538
15,97068529,10,0.01,0.806599
191,1121587185,10,0.01,0.771578
649,3492737188,10,0.01,0.879791
498,2628072843,10,0.01,0.786063
722,3922118773,10,0.01,0.749978
611,3230041760,10,0.01,0.875351
786,4210724956,10,0.01,0.867571
31,183012214,10,0.01,0.861127
785,4195440107,10,0.01,0.848718
231,1346417140,10,0.01,0.857157
674,3643118410,10,0.01,0.774235
79,482127173,10,0.01,0.923992
735,3996180060,10,0.01,0.813669
176,999852485,10,0.01,0.742735
202,1164060874,10,0.01,0.89252
469,2477678121,10,0.01,0.751523
310,1753180552,10,0.01,0.808577
780,4168287510,10,0.01,0.886542
423,2280642471,10,0.01,0.852934
573,3054920737,10,0.01,0.831402
247,1438534482,10,0.01,0.900303
279,1617926037,10,0.01,0.754731
268,1562716170,10,0.01,0.741408
373,2098673600,10,0.01,0.9668
316,1799224522,10,0.01,0.707813
96,580856335,10,0.01,0.85193
455,2437514316,10,0.01,0.680683
550,2943338877,10,0.01,0.760086
572,3053424193,10,0.01,0.751123
518,2694091579,10,0.01,0.755014
468,2473271835,10,0.01,0.68429
148,836139446,10,0.01,0.775103
482,2541197181,10,0.01,1.000255
769,4112185530,10,0.01,0.827926
624,3294013000,10,0.01,0.852531
351,1971484166,10,0.01,0.763435
629,3321819506,10,0.01,0.690891
252,1472390359,10,0.01,0.833693
764,4095548901,10,0.01,0.896648
654,3504972200,10,0.01,0.95879
650,3492893491,10,0.01,0.84547
532,2799390178,10,0.01,0.773621
685,3718607756,10,0.01,0.670863
355,1990565386,10,0.01,0.967222
380,2116698056,10,0.01,0.878732
156,873528928,10,0.01,0.912564
751,4029170195,10,0.01,0.856594
545,2913565300,10,0.01,0.754251
396,2171375478,10,0.01,0.817703
790,4230484950,10,0.01,0.707308
580,3074899657,10,0.01,0.881064
539,2858412184,10,0.01,0.928281
765,4096716347,10,0.01,0.812975
20,113951388,10,0.01,0.839961
207,1206140304,10,0.01,0.769241
720,3919981646,10,0.01,0.836484
622,3280069301,10,0.01,0.653642
694,3773467844,10,0.01,0.810854
407,2218081895,10,0.01,0.82606
737,3998883404,10,0.01,0.809881
95,575978247,10,0.01,0.929139
123,698661837,10,0.01,0.838195
607,3213404351,10,0.01,0.81933
747,4012949866,10,0.01,0.830857
8,63770697,10,0.01,0.788627
630,3324770988,10,0.01,0.874179
104,611470222,10,0.01,0.874166
520,2708084368,10,0.01,0.806209
378,2110399372,10,0.01,1.025141
523,2727080836,10,0.01,0.792567
698,3821647639,10,0.01,0.703893
758,4069714311,10,0.01,0.800348
559,2992502269,10,0.01,0.838193
371,2092777968,10,0.01,0.818323
173,980874954,10,0.01,0.92201
82,488568334,10,0.01,0.815391
273,1575968805,10,0.01,0.881446
322,1829731540,10,0.01,0.889349
35,213829350,10,0.01,0.896389
208,1206497624,10,0.01,0.771044
494,2609623421,10,0.01,0.712957
167,951959350,10,0.01,0.829766
445,2382346440,10,0.01,0.8004
132,725457662,10,0.01,0.836764
567,3023607553,10,0.01,0.721069
736,3996925899,10,0.01,0.869364
225,1300399558,10,0.01,0.762689
161,917863822,10,0.01,0.796621
511,2666689594,10,0.01,0.829575
536,2840401791,10,0.01,0.94173
213,1250205866,10,0.01,0.727391
657,3522842684,10,0.01,0.818051
413,2242720123,10,0.01,0.880511
149,838642985,10,0.01,0.96612
83,489607384,10,0.01,0.813099
627,3296276165,10,0.01,0.864001
357,2000270744,10,0.01,0.809896
458,2443526863,10,0.01,0.856332
470,2480612162,10,0.01,0.719799
122,697844756,10,0.01,0.762271
796,4273763043,10,0.01,0.790097
154,864008938,10,0.01,0.86286
150,845804599,10,0.01,0.957894
577,3072429963,10,0.01,0.896452
430,2311437751,10,0.01,0.899814
295,1685722815,10,0.01,0.780463
798,4291513028,10,0.01,0.809224
551,2944154307,10,0.01,0.768617
72,452686242,10,0.01,0.960145
250,1458998622,10,0.01,0.835156
13,81840201,10,0.01,0.785694
681,3682284103,10,0.01,0.961288
653,3501718533,10,0.01,0.834547
228,1327433256,10,0.01,0.866537
193,1122984156,10,0.01,0.844905
636,3391064686,10,0.01,0.878638
177,1004678768,10,0.01,0.806377
503,2647815294,10,0.01,0.818568
673,3637313944,10,0.01,0.792693
604,3198439550,10,0.01,0.827123
449,2395779971,10,0.01,0.899748
258,1519477814,10,0.01,0.788349
343,1923391920,10,0.01,0.778899
284,1645407601,10,0.01,0.775134
700,3835206212,10,0.01,0.905449
152,855424845,10,0.01,0.722778
312,1783621750,10,0.01,0.751258
186,1083342261,10,0.01,0.936633
733,3986180399,10,0.01,0.909876
121,694347933,10,0.01,0.727844
750,4020386450,10,0.01,0.836432
283,1643975504,10,0.01,0.883623
795,4258389270,10,0.01,0.82289
74,467725909,10,0.01,0.699571
282,1642417931,10,0.01,0.913277
688,3723487701,10,0.01,0.903102
788,4226823683,10,0.01,0.931427
88,544000584,10,0.01,0.803769
533,2802523470,10,0.01,0.798257
71,450306503,10,0.01,0.805347
97,582450454,10,0.01,0.914873
299,1707304310,10,0.01,0.970043
332,1870588672,10,0.01,0.928298
531,2784932243,10,0.01,0.813726
724,3937175976,10,0.01,0.841989
612,3234827243,10,0.01,0.861211
537,2846745786,10,0.01,0.912779
386,2140462521,10,0.01,0.976652
408,2220098813,10,0.01,0.602706
456,2438164466,10,0.01,0.873302
375,2106044942,10,0.01,0.899338
484,2546814766,10,0.01,0.771981
203,1178591831,10,0.01,0.644589
2,15181484,10,0.01,0.762651
521,2711234365,10,0.01,0.990837
727,3947592915,10,0.01,1.059088
658,3531603583,10,0.01,0.827174
307,1744571866,10,0.01,0.78258
732,3982408282,10,0.01,0.93739
253,1481529021,10,0.01,0.773727
578,3073507751,10,0.01,0.796904
451,2400784315,10,0.01,0.772862
481,2538759175,10,0.01,0.776553
450,2400227150,10,0.01,0.980361
588,3117403381,10,0.01,0.809028
542,2888004167,10,0.01,0.905102
151,849085970,10,0.01,0.831333
515,2690518011,10,0.01,0.852877
271,1571715391,10,0.01,0.836937
655,3513763120,10,0.01,0.695031
718,3916905196,10,0.01,0.868494
583,3093582843,10,0.01,0.989618
452,2409889442,10,0.01,0.901903
665,3577938010,10,0.01,0.955789
787,4218900356,10,0.01,0.767196
319,1822612080,10,0.01,0.838669
241,1401062374,10,0.01,0.848329
453,2410708579,10,0.01,0.866426
382,2124925937,10,0.01,0.719175
606,3212408679,10,0.01,0.805459
691,3741510301,10,0.01,0.850041
406,2217633142,10,0.01,0.879339
285,1647507875,10,0.01,0.910031
437,2334614032,10,0.01,0.876534
350,1971064116,10,0.01,0.871843
249,1453395613,10,0.01,0.812142
179,1018916965,10,0.01,0.734086
686,3718836128,10,0.01,0.917971
659,3538105639,10,0.01,0.842042
739,4002549665,10,0.01,0.81288
419,2262708055,10,0.01,0.881703
29,166003636,10,0.01,0.84007
775,4140069382,10,0.01,0.853506
647,3487994093,10,0.01,1.024405
27,159368359,10,0.01,0.789617
584,3100490675,10,0.01,0.698195
135,743712961,10,0.01,0.858448
776,4144912136,10,0.01,0.708537
90,554441630,10,0.01,0.903984
65,436264222,10,0.01,0.812998
759,4075960328,10,0.01,0.858622
500,2643364798,10,0.01,0.844848
756,4048507978,10,0.01,0.914815
137,751394618,10,0.01,0.853008
101,586174267,10,0.01,0.860121
56,382671389,10,0.01,0.842341
280,1621891552,10,0.01,0.780203
525,2752992798,10,0.01,0.764923
339,1910179590,10,0.01,0.714667
745,4009966614,10,0.01,0.919803
755,4046561081,10,0.01,0.737943
217,1264123378,10,0.01,0.917385
223,1283105626,10,0.01,0.839391
429,2309025518,10,0.01,0.756911
510,2662607185,10,0.01,0.768427
17,107246313,10,0.01,0.678821
81,487164613,10,0.01,0.906059
609,3221356302,10,0.01,0.908449
238,1378550958,10,0.01,0.720716
42,269992899,10,0.01,0.767154
454,2413965186,10,0.01,0.76814
661,3561457000,10,0.01,0.877392
713,3898863325,10,0.01,0.995948
85,513464137,10,0.01,0.805767
746,4012333331,10,0.01,0.819854
294,1682449816,10,0.01,0.829779
793,4250191551,10,0.01,0.951177
204,1180165428,10,0.01,0.763331
677,3673015092,10,0.01,1.072768
168,972809141,10,0.01,0.821671
620,3276947202,10,0.01,0.967156
512,2666889022,10,0.01,0.904778
438,2350090130,10,0.01,0.81803
222,1281053093,10,0.01,0.810555
305,1740657698,10,0.01,0.757712
189,1102366978,10,0.01,0.830141
91,554855744,10,0.01,0.817688
374,2099056470,10,0.01,0.906534
411,2236230105,10,0.01,0.816349
662,3567186481,10,0.01,0.723066
370,2085402742,10,0.01,0.748036
138,753258402,10,0.01,0.842135
107,625934881,10,0.01,0.940245
527,2762026155,10,0.01,0.84166
54,356820335,10,0.01,0.750369
286,1648915741,10,0.01,0.903534
341,1914322909,10,0.01,0.758541
93,558857333,10,0.01,0.785659
185,1081785006,10,0.01,0.924423
359,2023023855,10,0.01,0.773721
433,2324132397,10,0.01,0.84068
646,3459692484,10,0.01,0.861464
415,2248853483,10,0.01,0.827107
404,2206623722,10,0.01,0.909458
327,1854328951,10,0.01,0.65196
716,3904340210,10,0.01,0.907606
200,1162160888,10,0.01,0.775613
182,1058247394,10,0.01,0.766747
139,755005459,10,0.01,0.845816
384,2129571036,10,0.01,0.739062
114,671370736,10,0.01,0.742549
269,1566897210,10,0.01,0.734782
296,1688685383,10,0.01,0.784409
278,1610757762,10,0.01,0.841012
281,1633689763,10,0.01,0.829012
789,4227551937,10,0.01,0.883476
461,2449843404,10,0.01,0.841449
57,387251681,10,0.01,0.792354
592,3137472214,10,0.01,0.708152
49,322970820,10,0.01,0.81923
19,111036138,10,0.01,0.898724
782,4182180763,10,0.01,0.792618
676,3668988830,10,0.01,0.875966
492,2595817034,10,0.01,0.789217
414,2247048610,10,0.01,0.939583
230,1338504106,10,0.01,0.851764
719,3918590227,10,0.01,0.673812
383,2127800988,10,0.01,0.78613
513,2683705773,10,0.01,0.817166
731,3980326754,10,0.01,0.787141
226,1306658282,10,0.01,0.95955
562,3003078969,10,0.01,0.648406
59,394648074,10,0.01,0.814706
473,2496665773,10,0.01,0.923195
791,4235440863,10,0.01,0.846792
590,3122884426,10,0.01,0.834806
255,1504865558,10,0.01,0.830108
395,2158855564,10,0.01,0.797557
64,432844083,10,0.01,0.666653
568,3029774721,10,0.01,0.909416
721,3921314390,10,0.01,0.68766
651,3493553134,10,0.01,0.80337
668,3596653133,10,0.01,0.736427
257,1506939261,10,0.01,0.92649
393,2150553651,10,0.01,0.742395
692,3760755573,10,0.01,0.806125
131,724971537,10,0.01,0.819695
105,611740421,10,0.01,0.746967
140,758205763,10,0.01,0.939122
199,1161561840,10,0.01,0.914647
485,2554939550,10,0.01,0.876452
158,902042846,10,0.01,0.809667
3,21174011,10,0.01,0.940905
106,617166321,10,0.01,0.907644
30,169732016,10,0.01,0.962207
564,3008411910,10,0.01,0.810565
70,445137485,10,0.01,0.760931
519,2701434094,10,0.01,0.914675
440,2360502694,10,0.01,0.683565
43,270656786,10,0.01,0.811522
111,647698690,10,0.01,0.960417
446,2389495087,10,0.01,0.928862
239,1398484920,10,0.01,0.716525
710,3877630807,10,0.01,0.823983
172,976112731,10,0.01,0.832754
44,272352353,10,0.01,0.75516
768,4110967985,10,0.01,0.904182
325,1850540657,10,0.01,0.834074
522,2715378609,10,0.01,0.884064
797,4284553206,10,0.01,0.855225
466,2470762242,10,0.01,0.96388
480,2522820003,10,0.01,0.882504
728,3951062027,10,0.01,0.802055
260,1521987554,10,0.01,0.739616
420,2264540520,10,0.01,0.874223
530,2780540957,10,0.01,0.770579
243,1408839075,10,0.01,0.987331
491,2588718722,10,0.01,0.912576
602,3191878208,10,0.01,0.855332
67,442520612,10,0.01,0.716349
483,2541896510,10,0.01,0.826791
560,2993669067,10,0.01,0.776247
360,2023190408,10,0.01,0.903095
591,3124267070,10,0.01,0.946362
165,940384068,10,0.01,0.952149
632,3337992903,10,0.01,0.792984
403,2199766449,10,0.01,0.989583
254,1482483631,10,0.01,0.781575
417,2254686220,10,0.01,0.704072
272,1574408004,10,0.01,0.878426
265,1554938878,10,0.01,0.7696
389,2143545896,10,0.01,0.861118
261,1531464075,10,0.01,0.756723
680,3682145537,10,0.01,0.703662
348,1965403372,10,0.01,0.88998
146,811164311,10,0.01,0.912476
244,1412693097,10,0.01,0.921001
528,2767536841,10,0.01,0.819129
509,2661570197,10,0.01,0.745517
432,2322983363,10,0.01,0.707974
678,3673102392,10,0.01,0.960633
748,4012994154,10,0.01,0.980702
377,2109090333,10,0.01,0.840294
94,562268768,10,0.01,0.854
198,1154111010,10,0.01,0.920473
424,2282138552,10,0.01,0.868651
37,216786113,10,0.01,0.784055
425,2285642393,10,0.01,0.639838
337,1906945232,10,0.01,0.838056
460,2448918602,10,0.01,0.810316
181,1052560785,10,0.01,0.759939
547,2932601263,10,0.01,0.813999
709,3876295064,10,0.01,0.808643
335,1882035438,10,0.01,0.889065
594,3143512465,10,0.01,0.825406
353,1986934876,10,0.01,0.814654
300,1713094143,10,0.01,0.670813
554,2961926555,10,0.01,0.817182
535,2824880552,10,0.01,0.871775
771,4124951723,10,0.01,0.810686
98,584030681,10,0.01,0.712843
108,639556787,10,0.01,0.978215
297,1696717655,10,0.01,0.84463
774,4135776717,10,0.01,0.821153
61,397905515,10,0.01,0.794816
712,3887599921,10,0.01,0.693255
329,1863500636,10,0.01,0.751058
505,2653050075,10,0.01,0.910592
464,2466057392,10,0.01,0.83681
743,4008632452,10,0.01,0.761264
5,39902650,10,0.01,1.087427
290,1663235101,10,0.01,0.731833
689,3723888822,10,0.01,0.784993
266,1555037757,10,0.01,0.863904
86,519585921,10,0.01,0.874059
39,243371005,10,0.01,0.876553
330,1866164957,10,0.01,0.801003
409,2225124889,10,0.01,0.79602
714,3902311213,10,0.01,0.869168
427,2289301305,10,0.01,0.923606
76,472220680,10,0.01,0.715724
526,2753642846,10,0.01,0.796984
365,2049139164,10,0.01,1.321932
754,4041825666,10,0.01,0.88443
574,3060991435,10,0.01,0.759881
558,2989573618,10,0.01,0.802095
157,896525782,10,0.01,0.813433
477,2507900402,10,0.01,0.909998
25,148120861,10,0.01,0.803139
303,1724073766,10,0.01,0.763503
385,2135266170,10,0.01,0.842737
313,1791796778,10,0.01,0.806103
262,1541173015,10,0.01,0.794159
196,1142932613,10,0.01,0.797981
663,3573854486,10,0.01,0.723171
400,2183847411,10,0.01,0.85118
418,2262272108,10,0.01,0.798238
549,2936119111,10,0.01,0.747601
293,1680810593,10,0.01,0.912798
155,866784552,10,0.01,0.835719
643,3434441203,10,0.01,1.001904
729,3955979602,10,0.01,0.806986
600,3185467481,10,0.01,0.765139
596,3172834229,10,0.01,0.912616
166,941311679,10,0.01,0.752119
749,4013194867,10,0.01,0.76813
116,673966379,10,0.01,0.945817
475,2497828035,10,0.01,0.672499
6,52656976,10,0.01,0.916086
34,211363302,10,0.01,0.937726
730,3957205804,10,0.01,0.80487
41,265269413,10,0.01,0.911105
448,2395239155,10,0.01,0.757946
277,1589903630,10,0.01,0.852606
10,71224468,10,0.01,0.813796
575,3065720681,10,0.01,0.949399
344,1930364899,10,0.01,0.783612
690,3735593747,10,0.01,0.705432
623,3286057775,10,0.01,0.808414
762,4092324967,10,0.01,0.90516
723,3933669813,10,0.01,0.846137
298,1699009411,10,0.01,0.748002
660,3548145907,10,0.01,0.810973
245,1424872628,10,0.01,0.815059
486,2557940651,10,0.01,0.737599
742,4007076560,10,0.01,0.988414
479,2521842202,10,0.01,0.764183
248,1453106942,10,0.01,0.859887
422,2267510377,10,0.01,0.833819
45,273504528,10,0.01,0.744373
538,2847835411,10,0.01,0.90665
194,1137866229,10,0.01,1.022385
704,3854720369,10,0.01,0.775094
641,3409443031,10,0.01,0.797902
476,2506811872,10,0.01,0.804803
356,1996252896,10,0.01,0.779373
28,161633165,10,0.01,0.944763
197,1154008649,10,0.01,0.84332
92,558458086,10,0.01,0.843321
103,604155025,10,0.01,0.789697
783,4182502943,10,0.01,0.720615
397,2172497549,10,0.01,1.008572
62,401675328,10,0.01,0.672404
4,28733316,10,0.01,0.716222
752,4033508543,10,0.01,0.748448
734,3990164418,10,0.01,0.6613
63,413165419,10,0.01,0.937557
237,1377423930,10,0.01,0.783233
169,975009524,10,0.01,0.804249
387,2141301284,10,0.01,0.921145
60,396655087,10,0.01,0.817448
133,730718496,10,0.01,0.811206
192,1122377977,10,0.01,0.9746
784,4185953520,10,0.01,0.689286
324,1835568329,10,0.01,0.736575
614,3242341532,10,0.01,0.836501
215,1251431559,10,0.01,0.877164
256,1505764142,10,0.01,0.941511
119,676253911,10,0.01,0.962375
117,676077568,10,0.01,0.692861
301,1717030948,10,0.01,0.790149
757,4066938914,10,0.01,0.670287
220,1272288745,10,0.01,0.782403
342,1922497550,10,0.01,0.901759
701,3845349337,10,0.01,0.761389
32,184959732,10,0.01,0.923643
705,3861634509,10,0.01,0.815211
707,3868251227,10,0.01,1.001832
595,3150390826,10,0.01,0.884616
87,541196390,10,0.01,0.826256
672,3637080602,10,0.01,0.658591
675,3666569384,10,0.01,0.894795
73,458481199,10,0.01,0.849594
576,3071709870,10,0.01,0.830991
340,1912821113,10,0.01,0.854122
26,151839516,10,0.01,0.885472
190,1120274922,10,0.01,0.884431
778,4160976551,10,0.01,0.802169
644,3448916239,10,0.01,0.867966
288,1652759665,10,0.01,0.82161
390,2145095870,10,0.01,0.686739
666,3579813917,10,0.01,0.849053
125,706631431,10,0.01,0.866576
589,3118935322,10,0.01,0.755178
598,3175230534,10,0.01,0.817714
794,4253578573,10,0.01,0.774447
184,1069307391,10,0.01,0.875707
638,3400455780,10,0.01,0.783274
33,198446591,10,0.01,0.751815
741,4006811095,10,0.01,0.913397
679,3679196966,10,0.01,0.752849
652,3493870620,10,0.01,0.834863
508,2659716458,10,0.01,0.891755
251,1469407407,10,0.01,0.893553
501,2644009808,10,0.01,0.874686
331,1868188737,10,0.01,0.781805
507,2658514171,10,0.01,0.860241
443,2371197261,10,0.01,0.819318
233,1355626407,10,0.01,0.807975
635,3386362128,10,0.01,0.808381
566,3018634836,10,0.01,0.965054
174,991190390,10,0.01,0.81465
100,585489886,10,0.01,0.799263
489,2585143696,10,0.01,0.942775
314,1796087701,10,0.01,0.812409
23,147424866,10,0.01,0.74658
405,2211282408,10,0.01,0.868849
80,487066478,10,0.01,0.770365
147,832261572,10,0.01,0.862769
323,1834936228,10,0.01,0.953872
436,2332185607,10,0.01,0.818488
315,1797484985,10,0.01,0.960198
75,469337765,10,0.01,0.775458
372,2092816440,10,0.01,0.853839
89,554043425,10,0.01,0.859033
605,3210919292,10,0.01,0.789858
493,2597160931,10,0.01,0.809686
362,2036095558,10,0.01,0.843142
693,3763401080,10,0.01,0.951832
556,2982351522,10,0.01,0.83018
428,2289677784,10,0.01,0.803337
444,2373182733,10,0.01,0.882268
141,759366544,10,0.01,0.94333
628,3317131472,10,0.01,0.897949
358,2001446305,10,0.01,0.917661
579,3074781400,10,0.01,0.911655
162,918982215,10,0.01,0.741243
246,1428457261,10,0.01,0.889371
363,2042412822,10,0.01,0.744218
210,1224758575,10,0.01,0.803156
495,2621082007,10,0.01,0.752905
740,4005091998,10,0.01,0.811716
109,641498662,10,0.01,0.764095
368,2083231923,10,0.01,0.875433
1,2585565,10,0.01,0.844264
14,96603249,10,0.01,0.921283
608,3221008606,10,0.01,0.749292
555,2976126774,10,0.01,0.860954
180,1021872130,10,0.01,0.959692
306,1741312855,10,0.01,0.855971
24,148053890,10,0.01,0.763043
115,672812068,10,0.01,0.771466
392,2149319987,10,0.01,0.837456
129,717391268,10,0.01,0.874841
221,1279531638,10,0.01,0.773138
645,3450842335,10,0.01,0.970236
586,3111251398,10,0.01,0.706233
379,2115972809,10,0.01,0.821612
401,2187548497,10,0.01,0.830197
47,292318348,10,0.01,0.824643
227,1327424429,10,0.01,1.007186
143,781251858,10,0.01,0.668967
626,3294715979,10,0.01,0.870084
410,2234307340,10,0.01,0.740101
391,2145378635,10,0.01,0.930882
364,2043604092,10,0.01,0.783894
497,2621588390,10,0.01,1.006272
565,3009626575,10,0.01,0.95339
84,507496632,10,0.01,0.837138
354,1987728663,10,0.01,0.790297
462,2452641052,10,0.01,0.819332
267,1560023934,10,0.01,0.980982
145,783459538,10,0.01,0.806816
209,1215284886,10,0.01,0.912907
51,345973407,10,0.01,0.773815
110,644326255,10,0.01,0.790579
242,1402379614,10,0.01,0.846134
309,1749500094,10,0.01,0.807609
457,2440992039,10,0.01,0.678957
120,689014779,10,0.01,0.89772
777,4156489662,10,0.01,0.904118
118,676106764,10,0.01,0.7704
753,4034223012,10,0.01,0.783212
211,1225371478,10,0.01,1.048891
781,4172528930,10,0.01,0.683344
779,4162789371,10,0.01,0.747989
502,2644119078,10,0.01,0.782447
124,701262332,10,0.01,0.967867
178,1017813104,10,0.01,0.7467
366,2069021975,10,0.01,0.793201
304,1736468365,10,0.01,0.76804
183,1058977134,10,0.01,0.876636
38,222115573,10,0.01,0.713471
66,441903163,10,0.01,0.867785
569,3047914943,10,0.01,0.813316
126,709488003,10,0.01,0.87146
77,474476532,10,0.01,0.894967
112,652792014,10,0.01,0.739613
763,4095056614,10,0.01,0.844948
582,3091059649,10,0.01,0.809907
346,1951396201,10,0.01,0.883208
381,2120555403,10,0.01,0.868973
529,2776983176,10,0.01,0.930059
349,1965553203,10,0.01,0.829984
761,4090710499,10,0.01,0.842705
544,2900637944,10,0.01,0.82569
333,1877002009,10,0.01,0.722056
773,4129489144,10,0.01,0.782677
345,1938270691,10,0.01,0.771927
302,1718152509,10,0.01,0.888232
715,3902556337,10,0.01,0.830691
22,135371509,10,0.01,0.664024
621,3279533887,10,0.01,0.726138
144,781344883,10,0.01,0.904162
631,3333650982,10,0.01,0.962451
219,1269739939,10,0.01,0.82237
634,3372558949,10,0.01,0.776782
459,2445891866,10,0.01,0.784049
478,2515101458,10,0.01,0.806429
546,2928187655,10,0.01,0.845416
55,369277049,10,0.01,1.004318
465,2466213103,10,0.01,0.865317
275,1577417485,10,0.01,0.832072
36,216124376,10,0.01,0.828423
0,1636281,10,0.01,0.947845
640,3407505284,20,0.0001,0.897122
212,1237334616,20,0.0001,0.946483
471,2487937366,20,0.0001,1.085585
625,3294508113,20,0.0001,1.260713
270,1567316106,20,0.0001,1.210011
506,2656397739,20,0.0001,1.045532
412,2241739480,20,0.0001,1.058858
637,3395767071,20,0.0001,1.20608
130,717615322,20,0.0001,1.272792
669,3611889259,20,0.0001,0.780964
516,2690709307,20,0.0001,1.240952
164,932410737,20,0.0001,1.148044
21,132138180,20,0.0001,1.052594
218,1268563555,20,0.0001,1.095203
113,653467171,20,0.0001,0.925789
58,388515000,20,0.0001,1.107596
766,4105568600,20,0.0001,0.992273
394,2151880334,20,0.0001,0.970872
708,3868261004,20,0.0001,0.964204
232,1355468786,20,0.0001,1.443519
214,1251138396,20,0.0001,1.042013
367,2072026239,20,0.0001,1.291175
78,479815976,20,0.0001,1.307605
317,1810198714,20,0.0001,1.223546
601,3190569566,20,0.0001,0.820704
553,2956320264,20,0.0001,1.342441
18,109829537,20,0.0001,1.014975
388,2142096960,20,0.0001,1.02554
206,1193539236,20,0.0001,1.267525
541,2862748497,20,0.0001,0.742908
234,1356025002,20,0.0001,1.031945
289,1662047706,20,0.0001,1.152511
687,3721306153,20,0.0001,1.447863
540,2861747614,20,0.0001,1.246132
398,2178077735,20,0.0001,1.131061
321,1828261471,20,0.0001,1.020013
552,2953303914,20,0.0001,0.942686
717,3907182663,20,0.0001,1.113506
264,1554171906,20,0.0001,1.109549
12,81376418,20,0.0001,1.241241
499,2633060670,20,0.0001,1.068261
434,2326594845,20,0.0001,0.883198
696,3806162886,20,0.0001,0.97513
229,1334454980,20,0.0001,1.242657
68,444574582,20,0.0001,1.393708
648,3489233701,20,0.0001,0.934399
128,715389675,20,0.0001,1.072362
639,3406430428,20,0.0001,1.265185
263,1547018033,20,0.0001,1.098639
426,2286060493,20,0.0001,0.920524
684,3715025430,20,0.0001,1.292737
725,3937593489,20,0.0001,1.045709
187,1087633206,20,0.0001,1.270807
587,3114679737,20,0.0001,1.248077
697,3814889138,20,0.0001,1.096909
617,3254095427,20,0.0001,0.979509
195,1142369558,20,0.0001,1.571652
799,4293992114,20,0.0001,1.171636
435,2329735936,20,0.0001,1.116729
16,99532446,20,0.0001,0.939516
599,3176968626,20,0.0001,1.208117
670,3626774581,20,0.0001,1.137679
134,736222544,20,0.0001,1.070669
699,3826863152,20,0.0001,0.876244
613,3241846684,20,0.0001,1.20629
667,3593303030,20,0.0001,1.110938
561,3002124248,20,0.0001,1.074738
570,3051814239,20,0.0001,1.133009
581,3077519216,20,0.0001,1.092652
421,2265877824,20,0.0001,1.14641
616,3251664631,20,0.0001,1.193837
369,2083604620,20,0.0001,1.292309
442,2364649842,20,0.0001,1.071693
557,2986934412,20,0.0001,1.011208
585,3104109061,20,0.0001,0.979969
571,3052818142,20,0.0001,1.388534
102,594246501,20,0.0001,1.24714
416,2250412969,20,0.0001,1.172623
7,56765849,20,0.0001,1.084659
633,3366535515,20,0.0001,1.133655
517,2690764351,20,0.0001,1.208458
597,3174739715,20,0.0001,1.294671
201,1163499228,20,0.0001,0.96895
376,2108367997,20,0.0001,1.300647
463,2463941285,20,0.0001,1.25491
563,3004948968,20,0.0001,1.260163
642,3414909485,20,0.0001,0.961137
311,1764398295,20,0.0001,1.314881
48,313382871,20,0.0001,1.200741
205,1185413329,20,0.0001,1.011605
9,68549904,20,0.0001,1.029832
224,1288653364,20,0.0001,1.051677
770,4114599217,20,0.0001,1.171173
50,342303009,20,0.0001,0.977424
163,928292012,20,0.0001,1.375265
488,2569099080,20,0.0001,1.138911
160,915591857,20,0.0001,0.935365
171,975858868,20,0.0001,1.183395
447,2390678237,20,0.0001,1.206515
308,1748619445,20,0.0001,1.149823
127,712892409,20,0.0001,1.13116
767,4108527187,20,0.0001,1.025414
175,998479700,20,0.0001,0.986189
11,74293199,20,0.0001,1.208348
682,3693249371,20,0.0001,0.943551
40,262694947,20,0.0001,0.98693
46,284928499,20,0.0001,1.143456
792,4237116011,20,0.0001,1.290185
711,3879599126,20,0.0001,1.179855
53,348643470,20,0.0001,0.893728
334,1879998130,20,0.0001,1.046099
543,2893127821,20,0.0001,1.244017
656,3513855289,20,0.0001,1.084057
772,4127615786,20,0.0001,1.158235
347,1956577538,20,0.0001,1.167567
671,3627479877,20,0.0001,1.017087
695,3782736483,20,0.0001,1.165951
142,765745768,20,0.0001,1.250262
490,2586456437,20,0.0001,1.153663
514,2687944210,20,0.0001,1.016389
320,1826937305,20,0.0001,0.918853
703,3851071214,20,0.0001,1.155217
361,2028315151,20,0.0001,1.106517
352,1984510539,20,0.0001,1.350527
292,1678548266,20,0.0001,1.407795
99,584334175,20,0.0001,1.045577
287,1649231404,20,0.0001,0.887397
291,1674184798,20,0.0001,1.41012
338,1910092192,20,0.0001,1.295142
738,4001806226,20,0.0001,1.009727
259,1520882987,20,0.0001,1.117287
534,2816552218,20,0.0001,1.291351
216,1262924356,20,0.0001,1.372532
664,3574567884,20,0.0001,0.988265
240,1399431050,20,0.0001,1.289654
467,2472048930,20,0.0001,1.215407
235,1357486543,20,0.0001,0.994505
402,2188713250,20,0.0001,1.10917
487,2563941125,20,0.0001,1.226624
504,2649893316,20,0.0001,1.103472
